bowler,pressure_balls,pressure_exposure,total_runs_conceded,weighted_runs_conceded,wickets,weighted_wickets,dot_balls,weighted_dot_balls,pressure_avg_score_per_ball,pressure_economy_raw,pressure_dot_rate_raw,pressure_wicket_rate_raw,reliability_raw,pressure_economy_reliable,pressure_exposure_norm,pressure_dot_rate_raw_norm,pressure_wicket_rate_raw_norm,reliability_raw_norm,pressure_economy_norm_temp,pressure_economy_norm,bowler_clutch_index
IC Pandey,248,430.6,300,582.6,15,21.7,117,184.1,1.7362903225806452,8.117974918718067,0.4275429633070134,0.050394797956339984,248,8.375567655212018,0.05601346026877943,0.8443452054065465,0.30697343811027544,0.05920257752718486,0.31112145240993616,0.6888785475900638,0.4856934971529221
IK Pathan,847,1903.0,1093,2690.2,39,93.8,349,694.8,2.2467532467532467,8.481975827640568,0.3651077246452969,0.049290593799264315,847,8.547262996011886,0.3696036461993909,0.6501534179177909,0.2984205224120309,0.3004430124848973,0.34726874816579234,0.6527312518342077,0.5036555743863353
Imran Tahir,631,1359.9,774,1923.4,38,73.2,218,414.0,2.155150554675119,8.486212221486873,0.3044341495698213,0.05382748731524377,631,8.571896172054798,0.2539347858496795,0.4614409175767874,0.3335622736230123,0.2134514699959726,0.35245481026672665,0.6475451897332734,0.4450768195236548
Iqbal Abdulla,517,1082.3,647,1519.4,27,49.1,167,317.6,2.0934235976789166,8.42317287258616,0.2934491360990484,0.04536634944100527,517,8.531643309591086,0.19481183310970546,0.4272743243643319,0.2680242130335277,0.16753926701570682,0.3439803105061794,0.6560196894938206,0.41464230047043565
J Botha,421,827.6,474,994.8,19,43.3,157,301.6,1.9657957244655582,7.212179797003383,0.36442725954567423,0.05231996133397776,421,7.471314386304724,0.14056609801290654,0.6480369731527537,0.32188531828095956,0.1288763592428514,0.1207475599262049,0.8792524400737951,0.5356953629387919
J Suchith,180,368.1,287,650.1,6,11.5,47,92.9,2.045,10.596577017114914,0.2523770714479761,0.031241510459114368,180,10.39150106300776,0.042702276744829945,0.2995282338326716,0.158616404441921,0.031816351188078934,0.7355391493388426,0.26446085066115743,0.193777202016856
J Theron,118,293.4,157,416.0,7,14.8,35,71.5,2.4864406779661015,8.507157464212678,0.24369461486025906,0.05044308111792775,118,8.848249774929744,0.02679275019700552,0.2725232635514234,0.3073474285612791,0.006846556584776481,0.4106359779663269,0.5893640220336731,0.3269551143223546
J Yadav,157,333.5,163,381.8,3,6.5,65,134.7,2.124203821656051,6.86896551724138,0.4038980509745127,0.019490254872563718,157,7.541492597188393,0.03533320554597151,0.7708026373106435,0.06759383607333862,0.022553362867498997,0.13552229133482085,0.8644777086651791,0.4778018098282547
JA Morkel,1050,2221.4,1411,3291.8,52,113.9,375,700.1,2.1156190476190475,8.891149725398396,0.31516160979562435,0.05127397136940668,1050,8.925789630072197,0.43741613954379915,0.4948064451396792,0.31378331655341746,0.38219895287958117,0.42696056815988115,0.5730394318401189,0.46611406970218894
JC Archer,334,789.9,429,1243.7,7,14.0,142,282.1,2.3649700598802395,9.447018609950627,0.35713381440688696,0.01772376250158248,334,9.473868742538047,0.13253679211126018,0.6253522332717044,0.053910985638680034,0.09383809907370118,0.5423485436495774,0.4576514563504226,0.32529498222878395
JD Ryder,143,282.3,193,475.40000000000003,7,10.6,46,72.2,1.9741258741258743,10.104144527098832,0.2557562876372653,0.0375487070492384,143,9.987326677648879,0.024428684003152096,0.3100385809727617,0.2074705229325196,0.01691502215062425,0.650447667086343,0.34955233291365695,0.23120094211637143
JD Unadkat,1031,2356.2,1545,3927.8,44,110.60000000000001,327,682.1,2.2853540252182345,10.002037178507768,0.2894915541974366,0.04693998811645871,1031,9.985903526783172,0.46612570016825333,0.4149650913081222,0.2802132623541672,0.37454691904953685,0.6501480488497136,0.34985195115028644,0.3688574005652498
JDP Oram,152,328.0,250,601.5,8,18.5,41,68.9,2.1578947368421053,11.003048780487804,0.21006097560975612,0.056402439024390245,152,10.66893463388736,0.03416182139586396,0.16791284376597004,0.35350726726776205,0.020539669754329443,0.7939476844363538,0.20605231556364623,0.18358057283883514
JH Kallis,649,1500.3,779,1938.9,31,74.5,236,502.4,2.3117103235747303,7.754049190161968,0.3348663600613211,0.04965673531960275,649,7.889898863842944,0.28383702851787956,0.5560939609422172,0.30125657183007987,0.220700765203383,0.2088728220206566,0.7911271779793434,0.5130102496452499
JJ Bumrah,1540,3602.3,1851,4901.2,83,177.4,604,1207.0,2.339155844155844,8.163451128445715,0.3350637092968381,0.04924631485439858,1540,8.210299446048742,0.7315187527953487,0.55670777457737,0.2980775477182507,0.5795408779701974,0.2763272709963063,0.7236727290036937,0.591924420326739
JL Pattinson,159,252.5,198,380.0,11,14.3,58,70.2,1.5880503144654088,9.02970297029703,0.27801980198019804,0.056633663366336635,159,9.178871548747985,0.01808191169893298,0.37928459874584064,0.3552982787318803,0.023358840112766815,0.4802423108222904,0.5197576891777096,0.33387993747385913
JO Holder,496,999.8,754,1646.9,21,49.4,156,290.8,2.015725806451613,9.883376675335068,0.29085817163432687,0.04940988197639528,496,9.86230075526977,0.17724107085809215,0.4192156698046813,0.2993445016565036,0.1590817559403947,0.6241257589184663,0.37587424108153367,0.31776235489352705
JP Behrendorff,173,291.7,244,470.3,8,12.700000000000001,68,103.2,1.6861271676300578,9.673637298594446,0.35378813849845736,0.04353788138498458,173,9.669061139318117,0.026430686005154094,0.614946206179597,0.2538613129576078,0.02899718082964156,0.5834427123255221,0.41655728767447786,0.32642087549724547
JP Duminy,318,662.1,388,904.3000000000001,11,24.7,108,208.2,2.082075471698113,8.194834617127324,0.3144540099682827,0.03730554296933997,318,8.39298584146084,0.1053180840414883,0.4926056034636712,0.20558702895825276,0.0873942811115586,0.31478853112583827,0.6852114688741617,0.40399968130772046
JP Faulkner,485,1209.5,667,1790.5,31,79.4,156,359.6,2.4938144329896907,8.882182720132285,0.29731293923108726,0.06564696155436131,485,8.95424299191637,0.22190275381764746,0.4392918781175996,0.42511324824755164,0.15465163109142166,0.432950900110872,0.567049099889128,0.4200987864160143
JR Hazlewood,399,958.3,507,1395.4,23,53.7,172,377.8,2.401754385964912,8.736721277261818,0.39423979964520506,0.056036731712407396,399,8.838782118125982,0.16840244499818968,0.7407626610111065,0.35067458112944444,0.12001610954490537,0.40864273697908615,0.5913572630209138,0.46252446818964904
JR Hopes,146,319.7,227,520.7,6,14.1,43,82.9,2.1897260273972603,9.7722865186112,0.25930559899906164,0.04410384735689709,146,9.741914352695591,0.032394096223883465,0.32107797366950175,0.25824515738965786,0.01812323801852598,0.5987806163038816,0.4012193836961184,0.2629628487409085
Joginder Sharma,159,403.90000000000003,256,715.8,9,18.6,42,103.0,2.5402515723270445,10.63332508046546,0.2550136172319881,0.0460510027234464,159,10.39885200576607,0.050326922667348215,0.3077286595788965,0.27332738253322747,0.023358840112766815,0.7370867551197049,0.2629132448802951,0.218115766541907
K Gowtham,277,508.7,370,714.8,12,24.6,101,182.4,1.8364620938628158,8.430902299980342,0.35856103793984667,0.048358561037939854,277,8.617802197265002,0.0726471152003067,0.6297913143892305,0.29120120741078886,0.07088199758356827,0.36211947945645884,0.6378805205435412,0.4254419535886461
K Rabada,900,1975.0,1163,2845.4,62,139.2,358,724.6,2.1944444444444446,8.644253164556963,0.3668860759493671,0.07048101265822784,900,8.697357083697229,0.3849381296189807,0.6556846087312266,0.4625567149356988,0.3217881594844946,0.37886829742258654,0.6211317025774135,0.5309638960267764
KA Pollard,868,1751.8,1171,2711.6,46,91.9,235,422.2,2.0182027649769583,9.28736157095559,0.24100924763100812,0.05246032652129239,868,9.307288916122607,0.3374012310182523,0.26417098888266777,0.32297255528000307,0.3089005235602094,0.507278225350045,0.49272177464995504,0.3713815669687772
KH Pandya,1109,2202.2,1388,3106.0,48,85.4,354,653.8,1.9857529305680792,8.462446644264826,0.2968849332485696,0.03877940241576606,1109,8.513817696204308,0.43332694396524185,0.43796065477990553,0.21700321093471658,0.40596053161498186,0.340227455500798,0.659772544499202,0.4675082584739295
KK Ahmed,612,1319.6,880,2079.4,37,80.4,237,442.0,2.1562091503267973,9.45468323734465,0.3349499848438921,0.0609275538041831,612,9.469679037259858,0.24535173471343685,0.5563540583864474,0.3885577830518613,0.20579943616592833,0.541466478270779,0.458533521729221,0.4068518047164974
KK Cooper,284,716.6,349,944.5,22,58.699999999999996,91,214.8,2.5232394366197184,7.908177504884176,0.2997488138431482,0.08191459670667038,284,8.169412553288044,0.11692543607437227,0.4468681580382632,0.5511186714076859,0.07370116794200564,0.26771928781939724,0.7322807121806028,0.4808045473577572
KL Nagarkoti,103,195.6,144,316.70000000000005,4,6.3,38,60.0,1.899029126213592,9.714723926380369,0.3067484662576687,0.032208588957055216,103,9.694627096916854,0.00596341021872937,0.4686391169280093,0.16610717579382256,0.0008054772452678258,0.5888251544249876,0.4111748455750124,0.27183551375295684
KP Appanna,110,170.4,137,221.6,7,10.0,40,59.2,1.549090909090909,7.80281690140845,0.3474178403755869,0.05868544600938967,110,8.38107025353769,0.0005963410218729412,0.5951327225470756,0.37119092309905,0.0036246476037051986,0.3122799232698741,0.6877200767301259,0.43441867189842065
KR Sen,155,316.0,217,525.2,10,21.0,53,99.5,2.0387096774193547,9.972151898734179,0.314873417721519,0.06645569620253164,155,9.894365491292188,0.031606074159265654,0.49391008380255297,0.4313775239466842,0.021747885622231178,0.6308763992732727,0.36912360072672734,0.321166481490315
KV Sharma,836,1666.3,1145,2521.1,51,97.8,275,505.2,1.9931818181818182,9.077957150573127,0.30318670107423634,0.05869291244073696,836,9.110421624481077,0.3191915319574894,0.4575609892166139,0.3712487563878226,0.29601288763592426,0.4658314383698694,0.5341685616301306,0.4302009642486488
KW Richardson,130,299.3,174,449.7,10,21.8,52,102.8,2.3023076923076924,9.015035081857668,0.3434680922151687,0.07283661877714667,130,9.192310789181098,0.028049325921666354,0.5828478547089339,0.4808027072409072,0.011679420056383408,0.4830716956874048,0.5169283043125952,0.3990303597932648
Kartik Tyagi,167,375.2,272,621.5,4,13.0,52,111.0,2.246706586826347,9.93869936034115,0.2958422174840085,0.03464818763326226,167,9.872922463539505,0.04421442719315061,0.4347175048776535,0.1850037554538808,0.026580749093838105,0.6263619642136706,0.37363803578632937,0.2640078035798785
Kuldeep Yadav,760,1376.4,962,1848.9,39,71.2,245,434.0,1.8110526315789475,8.059721011333915,0.3153153153153153,0.05172914850334205,760,8.158085617314661,0.25744893830000215,0.4952845140997003,0.3173090157000572,0.26540475231574706,0.26533460980349943,0.7346653901965006,0.48480940850530174
L Balaji,824,1738.3,1113,2693.3,49,100.9,286,519.6,2.109587378640777,9.296323994707475,0.29891273082897085,0.05804521659092217,824,9.31674182271174,0.3345260153770792,0.444267696207857,0.3662318508037684,0.2911800241643174,0.5092683609509179,0.4907316390490821,0.4131528877924974
LE Plunkett,111,224.20000000000002,157,357.8,1,2.8,27,48.7,2.01981981981982,9.575379125780554,0.21721677074041035,0.012488849241748437,111,9.599555679333804,0.012054607799288658,0.1901694520069367,0.013362531340554373,0.004027386226339108,0.5688096162438507,0.43119038375614926,0.19383396077667767
LH Ferguson,558,1242.3,757,1982.8,35,62.8,214,387.0,2.226344086021505,9.576430813813088,0.31151895677372615,0.05055139660307494,558,9.582746341313822,0.2288884629310161,0.4834767326778372,0.3081864158149876,0.18405155054369715,0.5652707193230737,0.4347292806769263,0.3632263024295113
LR Shukla,135,320.6,202,494.40000000000003,8,19.3,42,93.5,2.374814814814815,9.252651278852152,0.29164067373674357,0.060199625701809104,135,9.360915157060223,0.03258577726662834,0.4216494793846418,0.3829194165830405,0.013693113169552962,0.518568243951693,0.481431756048307,0.33567207171739344
LS Livingstone,127,245.9,190,384.9,6,10.2,36,68.3,1.9362204724409449,9.391622610817404,0.27775518503456686,0.0414802765351769,127,9.465522333248085,0.016676250718803916,0.37846156292867417,0.2379235710935385,0.01047120418848168,0.5405913607015826,0.45940863929841735,0.2876186085855574
M Ashwin,536,1200.7,702,1643.8,23,52.1,171,370.40000000000003,2.2401119402985077,8.214208378445907,0.30848671608228534,0.04339135504289165,536,8.336991590884141,0.2200285391774754,0.47404558045373124,0.2527263530469225,0.17519130084575113,0.3029999716530294,0.6970000283469706,0.4398278075827669
M Jansen,163,364.6,280,734.2,6,10.2,45,79.2,2.23680981595092,12.082281952825014,0.2172243554580362,0.02797586396050466,163,11.51208140714356,0.041956850467488774,0.19019304268913684,0.13332144515029226,0.024969794603302467,0.9714567282840425,0.028543271715957497,0.0834835496989245
M Kartik,721,1495.9,873,1923.1,22,43.0,220,430.4,2.0747572815533983,7.7134835216257756,0.2877197673641286,0.028745236981081623,721,7.83927756226107,0.28289992119779356,0.4094543179118142,0.13928083458324436,0.2496979460330246,0.19821543812600972,0.8017845618739903,0.45777640993787977
M Markande,396,683.1,576,1074.7,23,39.5,107,178.3,1.725,9.43961352657005,0.2610159566681306,0.05782462304201434,396,9.463561295813543,0.10979064170553533,0.3263976844629717,0.3645231830585012,0.11880789367700363,0.5401785003420385,0.4598214996579615,0.32747108400811176
M Morkel,621,1454.0,764,1995.8,27,68.2,262,529.8,2.3413848631239937,8.23576341127923,0.36437414030261345,0.0469050894085282,621,8.341386676327128,0.2739761037633378,0.647871756826507,0.2799429448544597,0.2094240837696335,0.30392527604766095,0.696074723952339,0.491227917660976
M Muralitharan,907,1793.2,1013,2262.1,45,82.9,357,669.5,1.9770672546857773,7.568927057773812,0.37335489627481594,0.046230202989069824,907,7.677824684234011,0.3462185589845165,0.6758045251256964,0.27471542726676595,0.32460732984293195,0.16422450450201032,0.8357754954979897,0.5670189307347596
M Pathirana,354,830.8000000000001,426,1063.7,25,60.9,117,259.9,2.346892655367232,7.681993259508907,0.3128310062590274,0.07330284063553201,354,7.925957909102113,0.14124763060933276,0.4875575889424354,0.48441395632550505,0.1018928715263794,0.21646439071194856,0.7835356092880514,0.5000082040484439
M Prasidh Krishna,716,1577.7,953,2401.4,29,69.5,299,566.1,2.203491620111732,9.132534702414908,0.35881346263548203,0.04405146732585409,716,9.166522491305711,0.30032159819393867,0.6305764287557715,0.2578394335143116,0.24768425291985502,0.47764244393252886,0.5223575560674711,0.43032498209870784
M Theekshana,315,579.0,401,762.3,15,25.400000000000002,94,163.1,1.838095238095238,7.899481865284974,0.28169257340241793,0.04386873920552677,315,8.139721010892787,0.08761953442804508,0.39070798820996755,0.2564240628160186,0.08618606524365686,0.2614682797290848,0.7385317202709152,0.40967404898859
MA Starc,392,827.2,564,1317.4,23,52.1,148,275.2,2.110204081632653,9.555609284332688,0.33268858800773693,0.06298355899419729,392,9.56665208341519,0.14048090643835326,0.5493204551962084,0.40448313431291394,0.117196939186468,0.561882369368307,0.43811763063169296,0.3768937185073168
MC Henriques,605,1111.4,818,1662.7,32,55.800000000000004,191,319.8,1.8370247933884298,8.976246175994241,0.2877451862515746,0.05020694619398956,605,9.027924149446743,0.20100952015845636,0.4095333780594955,0.3055183808395214,0.20298026580749096,0.44846311250100745,0.5515368874989925,0.38649771700896834
MF Maharoof,195,362.4,232,485.0,13,20.7,77,126.4,1.8584615384615384,8.02980132450331,0.34878587196467997,0.057119205298013245,195,8.361112815058148,0.04148829680744574,0.5993876994691062,0.3590591767351906,0.037857430527587596,0.3080782517050631,0.6919217482949369,0.44387097471796294
MG Johnson,645,1303.9,829,1883.3,40,95.4,276,500.6,2.0215503875968994,8.666155380013805,0.383925147634021,0.07316512002454176,645,8.737167771971231,0.24200796541222075,0.7086810872987198,0.48334720361663114,0.21908981071284733,0.38724970554106286,0.6127502944589371,0.511078437126816
MJ McClenaghan,641,1280.6,846,1793.0,35,76.6,246,466.5,1.9978159126365054,8.400749648602218,0.3642823676401687,0.05981571138528815,641,8.491377577662986,0.23704555619449236,0.6475863171013655,0.3799457031048654,0.21747885622231172,0.3355031013166323,0.6644968986833677,0.4953850376318299
MJ Santner,163,316.3,200,403.2,5,8.9,55,92.7,1.9404907975460124,7.6484350300347765,0.2930761934871957,0.028137843819159028,163,8.119043621158543,0.03166996784018061,0.42611436415630266,0.13457610450563595,0.024969794603302467,0.25711503567073835,0.7428849643292617,0.3793953058839866
MM Ali,478,868.5,558,1147.6,26,41.800000000000004,180,306.1,1.8169456066945606,7.928151986183073,0.35244674726540015,0.048128957973517565,478,8.091511421982215,0.14927693651097906,0.6107740885285301,0.2894227539957399,0.1518324607329843,0.2513186375751377,0.7486813624248623,0.4796526319035011
MM Patel,666,1302.8,849,1808.2,37,75.3,280,496.5,1.956156156156156,8.327602087810869,0.381102241326374,0.05779858765735339,666,8.420173703761368,0.24177368858219922,0.6999010260136912,0.36432151885650593,0.2275473217881595,0.32051243542614305,0.679487564573857,0.5096859420410352
MM Sharma,1212,2601.8,1662,3974.7,80,175.9,427,814.1,2.146699669966997,9.16603889614882,0.3128987623952648,0.06760704127911446,1212,9.18534114385378,0.5184333269439654,0.48776833027203237,0.4402955825470803,0.4474426097462747,0.4816043650668631,0.5183956349331369,0.48956051480664264
MP Stoinis,435,941.3,690,1713.8,28,70.7,124,248.9,2.1639080459770113,10.92404121958993,0.2644215446722618,0.07510889195793052,435,10.793029509139629,0.16478180307967544,0.3369900556326524,0.4984032214520617,0.13451469995972615,0.8200735777578181,0.17992642224218192,0.26822164365963047
MR Marsh,193,443.6,276,716.5,5,9.4,54,109.5,2.2984455958549224,9.691163210099187,0.24684400360685302,0.021190261496844002,193,9.68335753481582,0.05878218644176092,0.2823187803670427,0.08076170294900205,0.03705195328231978,0.586452555422549,0.41354744457745096,0.2298802255598129
MS Gony,514,1046.1,731,1688.8,22,40.9,201,368.6,2.035214007782101,9.68626326355033,0.35235637128381614,0.0390976006117962,514,9.683334572475124,0.1871019956126339,0.6104929928878945,0.21946790220447854,0.1663310511478051,0.5864477211240964,0.4135522788759036,0.3554338810817165
Mayank Dagar,107,241.2,148,347.0,2,6.6000000000000005,37,75.8,2.2542056074766355,8.631840796019901,0.3142620232172471,0.027363184079601994,107,8.957123226657517,0.01567524971780291,0.49200846871802284,0.12857576534299198,0.0024164317358034634,0.4335572805551491,0.5664427194448509,0.32496472924915154
Mohammad Nabi,221,462.5,304,723.4,7,8.8,73,119.4,2.0927601809954752,9.384648648648648,0.2581621621621622,0.01902702702702703,221,9.434201965913106,0.06280748833940324,0.31752155187954,0.06400577793520644,0.04832863471606927,0.5339974334816284,0.4660025665183716,0.25366035096689676
Mohammed Shami,1150,2483.0,1559,3857.2,53,119.2,465,862.6,2.159130434782609,9.320660491341119,0.34740233588401126,0.048006443817962145,1150,9.334517455377823,0.49313142930164205,0.5950844990598637,0.2884737870519075,0.4224728151429722,0.513010693434927,0.486989306565073,0.4633749104296733
Mohammed Siraj,1211,2643.4,1735,4108.1,57,134.0,449,860.2,2.182824112303881,9.324581977755921,0.32541423923734586,0.05069229023227661,1211,9.337613129638003,0.5272932506975061,0.526695110586049,0.3092777460053873,0.44703987112364074,0.5136624307070348,0.48633756929296523,0.46121069528781505
Mohsin Khan,258,481.8,317,698.4,18,30.8,119,187.6,1.8674418604651164,8.697384806973847,0.3893731838937318,0.0639269406392694,258,8.85255409613751,0.06691798181159885,0.7256260677657443,0.411790355201252,0.06322996375352397,0.41154217362079515,0.5884578263792049,0.44980421747321314
Mujeeb Ur Rahman,186,333.0,228,492.4,7,16.9,68,117.5,1.7903225806451613,8.872072072072072,0.35285285285285284,0.050750750750750744,186,9.037571130578415,0.03522671607777991,0.612037195255228,0.30973056796134624,0.034232782923882404,0.4504941069269084,0.5495058930730916,0.38538790092295216
Mukesh Choudhary,206,411.9,315,716.8,12,16.1,83,133.4,1.999514563106796,10.441369264384559,0.3238650157805293,0.039087157076960435,206,10.287435351071561,0.05203075415841374,0.5218765741513803,0.21938700894532026,0.04228755537656062,0.7136300279271774,0.28636997207282255,0.2605155755062461
Mukesh Kumar,193,437.1,345,842.1,15,40.1,59,129.3,2.2647668393782383,11.559368565545642,0.29581331503088537,0.09174102036147334,193,11.167158496137487,0.057397823355270175,0.43462760982551474,0.6272319269104963,0.03705195328231978,0.8988395540554162,0.10116044594458384,0.26009293225932906
Mustafizur Rahman,711,1757.3,986,2742.0,30,68.5,237,555.0,2.4715893108298173,9.362089569225517,0.31582541398736697,0.03898025379844079,711,9.381218219619505,0.33857261516835985,0.496871069625788,0.21855896032479527,0.24567055980668545,0.5228426803089117,0.4771573196910883,0.3854440161379201
NLTC Perera,349,868.8000000000001,523,1393.3,18,46.0,110,251.1,2.4893982808022925,9.622237569060772,0.28901933701657456,0.05294659300184162,349,9.626121035121079,0.14934083019189404,0.413496358259285,0.3267390654750327,0.09987917841320983,0.5744024632484848,0.42559753675151524,0.32939526497999894
NM Coulter-Nile,412,991.9,568,1436.2,15,38.2,164,363.7,2.40752427184466,8.687569311422523,0.3666700272204859,0.03851194676882751,412,8.792077787266624,0.17555853726066495,0.6550126342221928,0.21493155997540203,0.12525171163914622,0.39880999921935634,0.6011900007806437,0.42326429086575856
NT Ellis,241,517.4,314,732.1,13,23.6,76,147.8,2.146887966804979,8.489756474681098,0.28565906455353696,0.04561267877850793,241,8.689665607591909,0.07450003194684046,0.4030449316285315,0.26993222437741204,0.056383407168747485,0.37724899860945116,0.6227510013905488,0.36937162719678157
Navdeep Saini,428,983.0,563,1413.3,17,41.8,181,380.5,2.296728971962617,8.626449643947101,0.38708036622583925,0.04252288911495422,428,8.733853198787575,0.17366302472685452,0.7184947366319551,0.24599941236222306,0.13169552960128877,0.38655188312715283,0.6134481168728472,0.44682467737348913
Naveen-ul-Haq,230,479.2,356,856.9,9,21.5,74,148.0,2.083478260869565,10.729131886477461,0.3088480801335559,0.04486644407345576,230,10.537006126074703,0.06636423657700254,0.47516952796405676,0.2641520591040638,0.051953282319774474,0.7661725638750354,0.2338274361249646,0.24485388377588954
Noor Ahmad,251,548.8,346,761.1,13,25.8,86,178.8,2.186454183266932,8.321064139941692,0.3258017492711371,0.04701166180758018,251,8.5423537559351,0.08118757054927268,0.5279003797216325,0.28076843055745254,0.06041079339508659,0.3462351979706304,0.6537648020293696,0.40877065768799586
OC McCoy,129,369.4,212,619.0,6,19.6,28,78.8,2.863565891472868,10.054141851651327,0.21331889550622632,0.053059014618299954,129,9.942154638402915,0.042979149362128086,0.17804592408650155,0.3276098578933252,0.011276681433749498,0.6409375251400784,0.3590624748599216,0.23437756314463207
P Awana,337,781.1,516,1415.9,20,44.199999999999996,120,243.3,2.317804154302671,10.876200230444246,0.311483804890539,0.05658686467801817,337,10.718193434291504,0.13066257747108811,0.483367400076953,0.3549357866751249,0.09504631494160291,0.8043182187705538,0.19568178122944624,0.2652532788955453
P Kumar,1251,2706.0,1507,3732.7,46,106.9,535,1022.4,2.1630695443645083,8.27649667405765,0.3778270509977827,0.03950480413895048,1251,8.329407164225382,0.5406257321150939,0.6897142296162103,0.22262200864164505,0.4631494160289972,0.30140321013174654,0.6985967898682535,0.5543849255256236
P Negi,410,884.7,566,1344.5,22,51.2,125,241.1,2.1578048780487804,9.11834520176331,0.27252175878828977,0.057872725217587885,410,9.176484595943604,0.1527271952803868,0.3621840821463628,0.3648957716327665,0.12444623439387838,0.479739781816126,0.520260218183874,0.36286074985162764
PJ Cummins,704,1496.8,910,2174.1,41,76.5,285,538.9,2.1261363636363635,8.714991982896846,0.3600347407803314,0.051109032602886156,704,8.777209200756605,0.2830916022405384,0.6343749596984373,0.31250573816686383,0.24285138944824808,0.39567969182985263,0.6043203081701474,0.4676371267135173
PJ Sangwan,408,834.5,598,1359.7,20,29.8,139,267.6,2.045343137254902,9.776153385260635,0.32067106051527866,0.03571000599161175,408,9.76273354278917,0.14203565267395057,0.5119424424748973,0.19322836034022994,0.12364075714861057,0.60316371381954,0.39683628618045996,0.31359628434214
