bowler,pressure_balls,pressure_exposure,total_runs_conceded,weighted_runs_conceded,wickets,weighted_wickets,dot_balls,weighted_dot_balls,pressure_avg_score_per_ball,pressure_economy_raw,pressure_dot_rate_raw,pressure_wicket_rate_raw,reliability_raw,pressure_economy_reliable,pressure_exposure_norm,pressure_dot_rate_raw_norm,pressure_wicket_rate_raw_norm,reliability_raw_norm,pressure_economy_norm_temp,pressure_economy_norm,bowler_clutch_index
PP Chawla,1670,3541.5,2175,5135.3,87,159.0,573,1106.9,2.1206586826347307,8.70021177467175,0.3125511788790061,0.04489623041084286,1670,8.727915723902862,0.7185696334632506,0.4866872442415997,0.26438277733764304,0.6318968989126057,0.385301857007045,0.614698142992955,0.536333489274131
PP Ojha,1039,2151.2,1258,2845.8,57,110.1,362,700.2,2.0704523580365732,7.937337300111567,0.3254927482335441,0.051180736333209374,1039,8.016120143459153,0.42246501820969906,0.5269392964437872,0.313061139047013,0.37776882803060813,0.23544639066680828,0.7645536093331917,0.5367404858992928
PV Tambe,211,392.7,276,570.3,7,6.8999999999999995,48,77.5,1.8611374407582937,8.713521772345302,0.19735166793990325,0.01757066462948816,211,8.893542051248886,0.047941558579856464,0.12838319309024337,0.05272512414267623,0.044301248489730174,0.42017143361664844,0.5798285663833516,0.25078302031670846
PVD Chameera,157,274.09999999999997,214,441.59999999999997,9,19.5,73,121.3,1.7458598726114647,9.666545056548706,0.44253921926304274,0.07114191900766145,157,9.663328286421486,0.02268225672480991,0.8909879317284347,0.4676759460624051,0.022553362867498997,0.5822357656010861,0.41776423439891386,0.4236079323932592
PWH de Silva,356,693.1,530,1125.2,19,31.2,122,224.8,1.9469101123595507,9.740585774058577,0.3243399220891646,0.04501514932910114,356,9.729827381714172,0.11192043106936726,0.5233536711712742,0.26530389638639135,0.1026983487716472,0.5962359268975039,0.40376407310249607,0.3261068386349765
Pankaj Singh,137,290.9,182,438.8,6,10.8,52,105.1,2.1233576642335765,9.050532829150912,0.36129254039188724,0.03712616019250602,137,9.211681171148532,0.026260302856047538,0.6382870830458646,0.20419757053415027,0.014498590414820788,0.487149773302201,0.512850226697799,0.35338341453012184
R Ashwin,2584,4862.9,2889,5959.6,121,214.0,892,1556.3,1.8819272445820432,7.353143186164636,0.32003536984104136,0.04400666269098686,2584,7.396804622042719,1.0,0.5099652592212395,0.2574923869446583,1.0000000000000002,0.10506089963052911,0.8949391003694709,0.7167202143624944
R Bhatia,705,1442.5,954,2168.1,32,63.6,179,355.3,2.0460992907801416,9.018093587521664,0.24630849220103987,0.04409012131715771,705,9.060155444521687,0.2715268459949311,0.28065318383302584,0.2581388385898152,0.24325412807088198,0.4552488188005528,0.5447511811994472,0.3634757576107026
R Dhawan,429,756.3,584,1089.5,19,31.9,123,196.2,1.7629370629370629,8.643395477984928,0.2594208647362158,0.04217902948565384,429,8.748805932080657,0.12538069984878497,0.3214364837034819,0.24333595343337372,0.13209826822392268,0.38969990607399274,0.6103000939260073,0.35857645210118366
R McLaren,174,276.6,247,433.3,6,8.9,63,96.8,1.5896551724137933,9.399132321041215,0.3499638467100506,0.032176428054953,174,9.455850023536929,0.023214704065767908,0.6030515442196572,0.16585806471893927,0.029399919452275478,0.5385550338091778,0.4614449661908222,0.32170985750959974
R Rampaul,201,363.4,225,487.7,12,25.7,91,142.1,1.807960199004975,8.052283984589984,0.39102916895982387,0.07072096862960925,201,8.371197061010706,0.04170127574382894,0.7307766639183667,0.4644153596268679,0.040273862263391066,0.3102013041957352,0.6897986958042648,0.490750525828453
R Sathish,102,240.1,173,455.0,3,7.9,22,46.2,2.353921568627451,11.370262390670554,0.19241982507288632,0.03290295710120783,102,10.805448324075641,0.015440972887781401,0.113043724506664,0.1714855944154406,0.00040273862263391635,0.822688130804732,0.17731186919526798,0.12132143779819532
R Sharma,465,957.0,599,1326.8,20,37.4,152,301.40000000000003,2.0580645161290323,8.318495297805642,0.3149425287356322,0.03908045977011494,465,8.448080960952863,0.16812557238089154,0.4941250391971903,0.21933513312101033,0.14659685863874344,0.32638779508783355,0.6736122049121664,0.41833482790390647
R Tewatia,424,902.9,556,1208.2,15,29.0,122,252.3,2.1294811320754716,8.028796101450881,0.27943293830989036,0.03211872854136671,424,8.200149638030114,0.1566034119225609,0.38367986455582814,0.1654111373347495,0.1300845751107531,0.2741904156186046,0.7258095843813954,0.4003505242110634
R Vinay Kumar,1107,2411.9,1507,3576.1,59,136.4,376,730.9,2.1787714543812107,8.89613997263568,0.3030390978067084,0.0565529250798126,1107,8.92885767598859,0.4779886269247972,0.4571019000391746,0.3546728982224556,0.40515505436971405,0.42760648879241403,0.572393511207586,0.47490648805067215
RA Jadeja,1824,3574.7000000000003,2280,4975.2,84,141.9,600,1100.0,1.9598135964912282,8.35068677091784,0.3077181301927434,0.0396956387948639,1824,8.385439728690097,0.7256405341511726,0.47165505435135735,0.2241001707313927,0.693918646798228,0.31319983588891254,0.6868001641110875,0.5577690472579293
RD Chahar,972,1968.0,1252,2759.8,47,98.6,320,609.6,2.0246913580246915,8.414024390243902,0.3097560975609756,0.05010162601626016,972,8.474650771749682,0.3834472770642984,0.4779937267832036,0.30470259455971843,0.3507853403141361,0.33198158001277944,0.6680184199872206,0.4829413368551699
RE van der Merwe,211,517.1,230,608.5,13,32.300000000000004,78,186.70000000000002,2.4507109004739336,7.060529878166699,0.36105202088570876,0.06246374008895765,211,7.557215270897603,0.07443613826592552,0.6375389972880158,0.4004567346237089,0.044301248489730174,0.13883241107360922,0.8611675889263908,0.5246033480954434
RG Sharma,202,358.5,248,508.1,14,15.600000000000001,58,84.3,1.7747524752475248,8.50376569037657,0.23514644351464434,0.04351464435146444,202,8.731833535187175,0.04065767895555131,0.24593595950732217,0.2536813241507359,0.04067660088602497,0.3861266801067862,0.6138733198932138,0.3249454306261716
RJ Harris,310,700.6,354,856.0,13,27.599999999999998,142,306.8,2.2600000000000002,7.330859263488438,0.4379103625463888,0.039394804453325716,310,7.653410425256991,0.11351777309224119,0.8765908383705211,0.22176997595189896,0.08417237213048732,0.15908453136243006,0.8409154686375699,0.5394374800645184
RP Meredith,186,372.3,264,584.2,8,15.4,66,120.0,2.0016129032258063,9.414987912973409,0.32232070910556004,0.0413644910018802,186,9.46546242891591,0.04359678827763935,0.5170733303411349,0.23702672253612533,0.034232782923882404,0.5405787489463532,0.45942125105364684,0.32158024497826254
RP Singh,841,1820.1,1080,2570.0,34,79.2,330,629.3,2.1642092746730084,8.472061974616778,0.34575023350365364,0.043514092632272953,841,8.538345120161404,0.35194769237322426,0.5899459791913909,0.25367705065864327,0.29802658074909383,0.3453912534453205,0.6546087465546795,0.4804324791950376
RR Powar,211,420.7,272,567.3,7,14.2,78,150.4,1.9938388625592416,8.09080104587592,0.3574994057523176,0.03375326836225338,211,8.390116483106974,0.05390496879858582,0.6264893288988108,0.1780719131558547,0.044301248489730174,0.3141844405048375,0.6858155594951625,0.41346356440300086
RS Bopara,106,233.2,133,311.3,8,21.2,35,82.5,2.1999999999999997,8.00943396226415,0.3537735849056604,0.09090909090909091,106,8.536290906481414,0.013971418226737378,0.6149009402647033,0.6207879895031623,0.002013693113169554,0.3449587765412274,0.6550412234587726,0.4786992962094711
Rashid Khan,1363,2791.2000000000003,1598,3625.0,78,150.7,511,979.1,2.0478356566397653,7.792347377472054,0.35078102608197187,0.05399111493264545,1363,7.858195935531147,0.5587715374949419,0.6055932102136344,0.3348296961449918,0.5082561417639951,0.20219835362405036,0.7978016463759496,0.6019565023039484
Rasikh Salam,116,245.9,201,443.6,7,10.700000000000001,30,66.0,2.1198275862068967,10.823912159414396,0.2684017893452623,0.04351362342415616,116,10.47129633676609,0.016676250718803916,0.3493697765124014,0.2536734162786764,0.006041079339508662,0.752338576434677,0.24766142356532295,0.21039568234785005
Ravi Bishnoi,737,1351.1,934,1826.2,35,59.2,265,474.8,1.8332428765264586,8.109836429575902,0.35141736362963516,0.04381614980386352,737,8.207891778918095,0.25206057120950737,0.6075724054321626,0.2560167172031945,0.25614176399516714,0.2758203809697759,0.7241796190302241,0.48960395326859274
S Aravind,367,706.3,457,1046.1,25,36.6,146,245.5,1.9245231607629427,8.88659209967436,0.3475860116097976,0.05181934022370098,367,8.978514824919882,0.11473175302962536,0.5956557840949382,0.3180076203701868,0.10712847362062024,0.4380608880815844,0.5619391119184156,0.40733398038097635
S Badree,105,210.2,137,321.3,6,10.299999999999999,43,76.6,2.0019047619047616,9.171265461465271,0.3644148430066603,0.04900095147478591,105,9.326737128160996,0.009072902689923966,0.6479983540979183,0.29617701846574246,0.0016109544905356446,0.5113726886546355,0.4886273113453645,0.36137666433615184
S Gopal,430,831.1,557,1123.9,24,46.1,131,241.2,1.9327906976744187,8.113825051137049,0.29021778366020934,0.055468655998074844,430,8.274179486250066,0.14131152429024774,0.4172238765794807,0.34627439510970154,0.13250100684655658,0.2897760384194408,0.7102239615805592,0.43572487021922496
S Kaul,593,1652.3,803,2457.7,28,71.5,199,462.2,2.7863406408094433,8.924650487199662,0.27973128366519395,0.043273013375295044,593,8.981305008274493,0.3162098268481247,0.38460780555641083,0.2518097052512612,0.19814740233588402,0.4386483098628764,0.5613516901371236,0.3910028079703348
S Kaushik,122,336.2,152,435.90000000000003,3,6.4,45,114.4,2.7557377049180327,7.779298036882809,0.34027364663890547,0.01903628792385485,122,8.324045011109321,0.035908248674206125,0.5729121980223121,0.06407751074779451,0.008457511075312125,0.30027430742727335,0.6997256925727267,0.3785339225631378
S Lamichhane,115,167.6,154,241.1,6,8.0,40,54.8,1.457391304347826,8.631264916467781,0.3269689737470167,0.0477326968973747,115,8.940950586696337,0.0,0.5315307880011587,0.2863534053096044,0.005638340716874753,0.43015242869891157,0.5698475713010884,0.36358732268922106
S Nadeem,420,918.7,536,1304.5,14,24.1,142,275.4,2.1873809523809524,8.519647327745727,0.2997714161314901,0.02623272014803527,420,8.640240976732565,0.1599684791174153,0.44693845774190055,0.11981944736987125,0.1284736206202175,0.36684355172327643,0.6331564482767236,0.37179897184884164
S Randiv,135,299.40000000000003,160,384.3,6,12.0,43,98.0,2.217777777777778,7.701402805611221,0.3273213092852371,0.04008016032064128,135,8.228923027938462,0.028070623815304674,0.5326266542047547,0.22707858751515503,0.013693113169552962,0.280248123591752,0.719751876408248,0.40943410997611973
S Sreesanth,410,749.6,576,1277.2,15,22.4,166,250.2,1.8282926829268293,10.223052294557096,0.333778014941302,0.02988260405549626,410,10.16111483082502,0.12395374097501759,0.552708890446911,0.14809062273980245,0.12444623439387838,0.6870355659917908,0.31296443400820917,0.2807351391258564
S Tyagi,139,210.1,180,334.3,5,4.699999999999999,61,76.39999999999999,1.5115107913669064,9.546882436934792,0.3636363636363636,0.02237029985721085,139,9.575016085423476,0.009051604796285653,0.6455770563871795,0.08990201323694887,0.015304067660088606,0.5636432561395359,0.4363567438604641,0.3027088217614398
SB Jakati,725,1579.2,987,2395.8,34,61.300000000000004,216,422.8,2.1782068965517243,9.10258358662614,0.26773049645390073,0.03881712259371834,725,9.138109008664584,0.3006410665985134,0.3472818599880759,0.21729538290317124,0.2513089005235602,0.47166050781418134,0.5283394921858187,0.368061320885419
SB Styris,111,269.0,132,351.5,4,7.3,41,95.9,2.4234234234234235,7.840148698884759,0.35650557620817847,0.027137546468401486,111,8.403216689362168,0.02159606414925564,0.6233982293887862,0.1268280274318595,0.004027386226339108,0.31694244796015436,0.6830575520398456,0.3927575428230973
SC Ganguly,176,287.0,204,379.8,10,10.3,55,75.4,1.6306818181818181,7.94006968641115,0.2627177700348432,0.03588850174216028,176,8.319086930174615,0.025429685004153095,0.3316908199860815,0.1946109480593159,0.030205396697543296,0.29923047468787933,0.7007695253121207,0.357364679888699
SJ Srivastava,161,309.3,216,457.4,9,14.3,62,105.9,1.9211180124223604,8.8729388942774,0.34238603297769155,0.04623343032654381,161,9.05784143786617,0.03017911528549827,0.5794823351402026,0.27474042549301597,0.024164317358034634,0.45476164726422375,0.5452383527357763,0.36862127461279365
SK Raina,618,1387.6000000000001,713,1729.6,20,39.0,202,437.90000000000003,2.245307443365696,7.478812337849523,0.3155808590371865,0.0281060824445085,618,7.641567973356446,0.25983430238749394,0.49611043246106,0.1343300880800451,0.2082158679017318,0.15659132095072503,0.843408679049275,0.48107787392376455
SK Trivedi,779,1544.0,905,1962.4,37,65.1,261,470.2,1.982028241335045,7.625906735751295,0.3045336787564767,0.042163212435233154,779,7.74818181973626,0.2931442080378251,0.4617504823526768,0.2432134381376504,0.2730567861457914,0.17903690519783977,0.8209630948021602,0.49960717709907443
SK Warne,503,1058.4,565,1268.3,27,54.0,177,360.0,2.1041749502982108,7.189909297052154,0.3401360544217687,0.0510204081632653,503,7.412632473468959,0.18972163653014723,0.5724842461290697,0.31181927329890974,0.16190092629883207,0.10839316260294662,0.8916068373970534,0.5335714350839699
SL Malinga,1546,3290.4,1757,4189.3,94,203.4,629,1189.2,2.128331177231565,7.639132020423049,0.3614150255288111,0.06181619256017506,1546,7.702230253750084,0.6650906225374311,0.6386680475170491,0.3954409779008291,0.5819573097060008,0.16936264823542668,0.8306373517645733,0.6555042025523911
SM Curran,553,1258.1,904,2224.9,27,76.9,174,346.8,2.2750452079566004,10.610762260551628,0.2756537636117956,0.06112391701772515,553,10.531364695681841,0.23225353012587052,0.3719255298950511,0.39007876809878356,0.18203785743052758,0.7649848644770969,0.2350151355229031,0.28769797229371635
SM Pollock,103,172.0,127,263.0,3,5.300000000000001,44,69.3,1.6699029126213591,9.174418604651162,0.402906976744186,0.030813953488372098,103,9.330892141765819,0.0009371073200860475,0.7677201076295456,0.15530464483340795,0.0008054772452678258,0.5122474503397427,0.4877525496602573,0.3555394566962204
SN Thakur,865,1936.1,1254,3059.8,52,132.9,291,587.7,2.238265895953757,9.4823614482723,0.30354837043541144,0.06864314859769641,865,9.491698397996329,0.3766532489936745,0.45868588632971763,0.44832103553363184,0.3076923076923077,0.546102249638762,0.45389775036123803,0.42753281511738517
SP Narine,1749,3545.5,1937,4219.6,84,161.70000000000002,681,1340.7,2.02715837621498,7.140769990128332,0.37814130588069383,0.0456071076011846,1749,7.210599274122042,0.7194215492087833,0.6906916538841023,0.2698890712977202,0.6637132501006847,0.06585878877967954,0.9341412112203205,0.6933501263548626
SR Watson,948,2012.3,1191,2881.0,41,88.8,359,662.8,2.1226793248945146,8.59017045172191,0.32937434776126817,0.044128609054315954,948,8.643429829302075,0.39288224394607374,0.539012202173968,0.25843695589830495,0.3411196133709223,0.36751490597444536,0.6324850940255546,0.47390391245240193
ST Jayasuriya,203,390.2,292,692.8,6,4.2,50,62.300000000000004,1.922167487684729,10.652998462327012,0.15966171194259357,0.010763710917478218,203,10.455415293531559,0.047409111238898474,0.011156446106124762,0.0,0.041079339508658885,0.7489951149054603,0.25100488509453966,0.10130229964101449
STR Binny,266,446.4,356,660.1,13,20.4,74,97.89999999999999,1.6781954887218045,8.87231182795699,0.2193100358422939,0.0456989247311828,266,8.995874454581202,0.059378527463633854,0.196680116505635,0.27060026602334875,0.06645187273459525,0.4417156387851069,0.5582843612148931,0.3044075693240139
SW Tait,328,709.5,371,900.5,11,21.0,130,250.6,2.163109756097561,7.61522198731501,0.3532064834390416,0.02959830866807611,328,7.88479945304345,0.11541328562605159,0.6131370894354163,0.14588853495882181,0.09142166733789771,0.2077992348779234,0.7922007651220766,0.4555295522492719
Sandeep Sharma,1426,2727.2,1829,4053.6,66,126.6,551,915.0,1.9124824684431976,8.9181578175418,0.33550894690525085,0.04642123789967732,1426,8.943058556385981,0.5451408855664175,0.5580925932933415,0.2761951404840887,0.5336286749899315,0.4305962229420226,0.5694037770579774,0.5012828690597338
Shahbaz Ahmed,299,684.9,470,1144.8,15,41.1,79,170.1,2.2906354515050165,10.028909329829172,0.2483574244415243,0.06000876040297854,299,9.97508673647571,0.11017400379102509,0.2870259602130253,0.38144101714018624,0.0797422472815143,0.6478707726199022,0.3521292273800978,0.2814389503504817
Shakib Al Hasan,645,1364.4,876,2103.1,29,67.6,198,374.6,2.1153488372093023,9.248460861917325,0.2745529170331281,0.049545587804162995,645,9.277580773162267,0.25489319106340386,0.3685015762200987,0.30039564831015475,0.21908981071284733,0.5010237223161134,0.49897627768388664,0.36856410182620636
Shivam Mavi,220,416.0,280,618.0,14,27.1,93,160.2,1.8909090909090909,8.913461538461538,0.3850961538461538,0.06514423076923077,220,9.050455258787553,0.05290396779758483,0.7123232578800897,0.4212192092724392,0.047925896093435366,0.4532066231242753,0.5467933768757247,0.43081436011599067
Simarjeet Singh,118,187.4,139,252.2,6,7.9,59,89.5,1.588135593220339,8.07470651013874,0.4775880469583778,0.04215581643543223,118,8.544504461949238,0.0042169829403872,1.0,0.24315615039570865,0.006846556584776481,0.3466879895607504,0.6533120104392496,0.4786076368324148
Sohail Tanvir,116,190.4,105,181.2,9,18.1,50,76.2,1.6413793103448275,5.710084033613445,0.40021008403361347,0.09506302521008404,116,6.897777887411207,0.004855919749536773,0.759331985355055,0.6529634252364711,0.006041079339508662,0.0,1.0,0.6337915780146866
Suyash Sharma,141,223.6,202,332.4,8,7.8,44,72.7,1.5858156028368795,8.919499105545617,0.325134168157424,0.03488372093023256,141,9.111574635042057,0.01192682043745874,0.5258240079075024,0.186828143109196,0.016109544905356425,0.46607418353443353,0.5339258164655665,0.3328044435224424
Swapnil Singh,105,192.0,167,320.1,5,3.3999999999999995,22,31.0,1.8285714285714285,10.003125,0.16145833333333334,0.01770833333333333,105,9.890254880071616,0.005196686047749879,0.016744462213480804,0.05379147479054257,0.0016109544905356446,0.6300109856934102,0.3699890143065898,0.14454394076432714
T Natarajan,529,1169.9,766,1920.1,26,59.5,166,348.8,2.211531190926276,9.847508334045644,0.29814514061030856,0.05085904778186169,529,9.83073107102115,0.21346878793687307,0.44188026693208315,0.3105694122742631,0.17237213048731376,0.6174793426084049,0.38252065739159513,0.3336296971675899
TA Boult,1259,2540.3,1697,3813.9,65,130.6,506,865.6,2.017712470214456,9.00814864386096,0.3407471558477345,0.05141125063968822,1259,9.032788788412565,0.5053351223563991,0.5743849496546573,0.31484665073696555,0.4663713250100685,0.44948727275267086,0.5505127272473291,0.49296317546935653
TG Southee,597,1215.1,828,1901.3999999999999,24,53.3,224,383.9,2.0353433835845895,9.38885688420706,0.31594107480865774,0.043864702493621927,597,9.409287389926918,0.2230954358613933,0.49723080848657086,0.25639279535845744,0.19975835682641968,0.5287521277988481,0.47124787220115194,0.3691016271012598
TK Curran,122,341.9,225,710.3000000000001,7,21.4,27,58.9,2.8024590163934424,12.465048259725068,0.17227259432582628,0.06259140099444283,122,11.647658541264876,0.03712222861159031,0.05037996545677681,0.4014455671286217,0.008457511075312125,1.0000000000000002,-2.220446049250313e-16,0.09677919191634939
TU Deshpande,461,896.4,719,1502.2,27,54.6,155,266.6,1.944468546637744,10.054886211512718,0.29741186970102634,0.06091030789825971,461,10.015584980270967,0.15521904883607013,0.4395995807100197,0.3884242001645325,0.14498590414820783,0.6563969329061401,0.3436030670938599,0.3236472773979927
UT Yadav,1137,2259.5,1545,3355.6,52,117.6,441,811.5,1.9872471416007036,8.910643947776055,0.3591502544810799,0.05204691303385704,1137,8.941923799521883,0.44553063701999873,0.6316239495454757,0.31977034789480707,0.4172372130487314,0.43035732075756905,0.569642679242431,0.49820711408078033
Umran Malik,186,418.8,280,662.3,13,23.3,71,155.7,2.2516129032258063,9.488538681948423,0.37177650429799425,0.05563514804202483,186,9.523430407853844,0.05350030881945776,0.670895266093347,0.34756400483196875,0.034232782923882404,0.5527828406198785,0.4472171593801215,0.3716661845834126
V Pratap Singh,141,299.2,188,422.5,6,16.200000000000003,50,99.8,2.121985815602837,8.4725935828877,0.3335561497326203,0.054144385026737976,141,8.781660086901917,0.028028028028028035,0.5520188249906245,0.3360168916336478,0.016109544905356425,0.39661674403593294,0.6033832559640671,0.3946064416070178
VG Arora,261,464.0,398,793.3,12,24.2,88,140.4,1.7777777777777777,10.258189655172414,0.30258620689655175,0.052155172413793104,261,10.160928879135371,0.06312695674397803,0.45569327732440856,0.32060890057023766,0.0644381796214257,0.6869964172840233,0.3130035827159767,0.2807245510032604
VR Aaron,358,843.7,543,1383.0,9,27.0,115,244.20000000000002,2.356703910614525,9.835249496266446,0.2894393741851369,0.03200189640867607,358,9.812942894790412,0.14399505888867592,0.41480279626325867,0.1645061820551067,0.10350382601691503,0.6137343693075901,0.38626563069240993,0.28300440784100944
VRV Singh,187,359.1,267,564.3,7,22.2,59,100.6,1.9203208556149733,9.428571428571427,0.2801448064605959,0.061821219715956555,187,9.47596725128252,0.040785466317381225,0.38589398196139824,0.3954799171126819,0.03463552154651632,0.5427903460647121,0.4572096539352879,0.32587953079442555
VY Mahesh,123,286.1,193,500.5,4,11.600000000000001,34,70.8,2.3260162601626018,10.496329954561341,0.247465921006641,0.040545263893743445,123,10.25265876197772,0.025238003961408226,0.28425312472327313,0.23068117461483623,0.008860249697946035,0.7063084567913582,0.29369154320864177,0.21045062555465233
Vijaykumar Vyshak,144,263.1,205,433.9,10,17.5,46,71.3,1.8270833333333334,9.89509692132269,0.27099961991638155,0.06651463321930824,144,9.832759474647258,0.02033948842459482,0.3574497866639108,0.43183403675073967,0.01731776077325816,0.6179063856804159,0.3820936143195841,0.29637222903579963
WD Parnell,413,901.8,550,1312.0,23,53.5,167,332.2,2.1835351089588375,8.729208250166334,0.3683743623863384,0.059325792858726994,413,8.82899436010755,0.15636913509253936,0.6603136132755457,0.3761509049872936,0.12565445026178013,0.4065821045691982,0.5934178954308018,0.4510099823434074
WPUJC Vaas,225,387.4,249,471.5,16,24.6,103,148.8,1.7217777777777776,7.302529685080021,0.38409912235415594,0.06350025813113062,225,7.729929311105838,0.04681277021702554,0.7092221993790934,0.4084853689823164,0.04993958920660492,0.175194175251433,0.824805824748567,0.5242394267874947
Washington Sundar,532,1018.4,691,1454.4,19,32.2,166,300.4,1.9142857142857141,8.568735271013356,0.2949725058915946,0.031618224666142974,532,8.661904717508945,0.1812024790748195,0.43201244836869035,0.16153434750018636,0.17358034635521546,0.37140445385011267,0.6285955461498873,0.38325620682298034
YA Abdulla,115,294.5,147,413.0,6,16.2,49,114.6,2.5608695652173914,8.414261460101867,0.3891341256366723,0.05500848896434635,115,8.789705753471608,0.02702702702702703,0.7248825269185016,0.3427100453276699,0.005638340716874753,0.39831061113618604,0.601689388863814,0.42872768867731076
YK Pathan,497,846.8,614,1158.8,18,22.0,171,264.8,1.7038229376257545,8.21067548417572,0.31270666036844597,0.025980160604629193,497,8.3425358264103,0.14465529359146378,0.4871708369851038,0.11786317825994501,0.1594844945630286,0.3041672084596343,0.6958327915403657,0.4021950235831602
YS Chahal,1924,3960.1,2349,5258.1,119,218.2,668,1261.8,2.058264033264033,7.966617004621096,0.31862831746673065,0.055099618696497564,1924,8.009337638450907,0.8077226162332546,0.5055889162855115,0.3434159156250225,0.734192509061619,0.23401845899809515,0.7659815410019049,0.6324721490739235
Yash Dayal,304,651.5,496,1204.0,18,34.4,112,203.0,2.143092105263158,11.08825786646201,0.3115886415963162,0.05280122793553338,304,10.885569979704949,0.10306050731582649,0.4836934727840603,0.3256131005439671,0.08175594039468385,0.8395562715998703,0.16044372840012966,0.24165128974249322
Yash Thakur,204,478.5,336,876.6,18,39.8,64,136.6,2.3455882352941178,10.991849529780565,0.28547544409613373,0.08317659352142111,204,10.728341281442267,0.06621515132153431,0.40247381849423514,0.5608938133493735,0.0414820781312928,0.8064546613235957,0.19354533867640433,0.2744948754168227
Yuvraj Singh,434,881.9,542,1199.8,21,43.2,135,268.40000000000003,2.032027649769585,8.162830252863136,0.30434289601995695,0.04898514570813018,434,8.316796923871285,0.15213085425851386,0.4611570924430539,0.2960545905715108,0.13411196133709224,0.298748355984229,0.701251644015771,0.4331112362809191
Z Khan,1036,2085.3,1283,2822.9,61,110.3,402,737.3,2.012837837837838,8.122284563372176,0.35357022970316015,0.05289406799980818,1036,8.192769971514434,0.4084297063020468,0.6142684463219378,0.32633221868717793,0.3765606121627064,0.27263676257898717,0.7273632374210128,0.5416177832607553
