bowler,bowler_role,bowler_clutch_index,risk_reward_profile,reliability_label,best_phase,strength_tags,weakness_tags,death_bowler_score,set_batter_control_score,momentum_breaker_score
Avesh Khan,Control Bowler,0.3918865008109926,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,No Major Weakness Tag,0.4437206849248874,0.39009871072959107,0.571177503448703
S Kaul,Control Bowler,0.3910028079703348,Low Risk Support,High Reliability,Middle,No Strong Specialist Tag,No Major Weakness Tag,0.45003778275105233,0.41393468658725585,0.3816745154387527
Harmeet Singh,Strike Bowler,0.3885465957017876,Low Risk Support,High Reliability,Death,No Strong Specialist Tag,Weak at Death,0.0,0.3262368998413082,0.43020568914554697
MC Henriques,Strike Bowler,0.38649771700896834,Low Risk Support,High Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.4196012525610676,0.45854501687858507
Mustafizur Rahman,Control Bowler,0.3854440161379201,Moderate Profile,High Reliability,Powerplay,No Strong Specialist Tag,No Major Weakness Tag,0.43165755327498656,0.4496083373627066,0.49528584184899554
Mujeeb Ur Rahman,Strike Bowler,0.38538790092295216,High Impact Control,Medium Reliability,Powerplay,High Impact Control,Weak at Death,0.0,0.3649719817564955,0.4859053463725667
Washington Sundar,Strike Bowler,0.38325620682298034,Low Risk Support,High Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.3626361793011718,0.4651579077741545
Harpreet Brar,Strike Bowler,0.380754055107422,Low Risk Support,High Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.0,0.42658308716104276,0.4490507188519449
MJ Santner,Strike Bowler,0.3793953058839866,Low Risk Support,Medium Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.47671462269747045,0.4555242017501021
S Kaushik,Strike Bowler,0.3785339225631378,Low Risk Support,Medium Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.0,0.3621966638468035,0.36596567430728333
MA Starc,Death Specialist,0.3768937185073168,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,No Major Weakness Tag,0.4339169996997036,0.3375115868299014,0.4635395789032533
S Nadeem,Strike Bowler,0.37179897184884164,Low Risk Support,High Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.0,0.3829110787865337,0.43852103234755613
Umran Malik,Strike Bowler,0.3716661845834126,Attacking but Expensive,Medium Reliability,Middle,No Strong Specialist Tag,"Weak at Death, Can Be Expensive",0.0,0.4475959263109551,0.4044151195669832
KA Pollard,Control Bowler,0.3713815669687772,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,No Major Weakness Tag,0.45202488300100013,0.3940524291652368,0.5305705741908944
HH Pandya,Control Bowler,0.3707861414178402,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,No Major Weakness Tag,0.4933768237007562,0.46843590890569126,0.4550969902905843
BAW Mendis,Strike Bowler,0.3701566586499874,Low Risk Support,Medium Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.439507639807769,0.42194077887250414
NT Ellis,Strike Bowler,0.36937162719678157,Low Risk Support,High Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.5318152185356008,0.5191624793935468
TG Southee,Death Specialist,0.3691016271012598,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,No Major Weakness Tag,0.3108376831335832,0.3742587640046663,0.45740625184641215
JD Unadkat,Control Bowler,0.3688574005652498,Moderate Profile,High Reliability,Powerplay,No Strong Specialist Tag,No Major Weakness Tag,0.3784007078445193,0.3767973454646837,0.5363738752277701
SJ Srivastava,Strike Bowler,0.36862127461279365,Moderate Profile,Medium Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.43233182955533317,0.5560288600807258
Shakib Al Hasan,Death Specialist,0.36856410182620636,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.16662409753504664,0.4028652159414745,0.484255612859808
SB Jakati,Strike Bowler,0.368061320885419,Moderate Profile,High Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.4219489700459449,0.4521491727682209
S Lamichhane,Balanced Support Bowler,0.36358732268922106,Low Risk Support,Medium Reliability,Middle,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.0,0.0,0.5101199015520106
R Bhatia,Control Bowler,0.3634757576107026,Moderate Profile,High Reliability,Powerplay,No Strong Specialist Tag,No Major Weakness Tag,0.5429352900621666,0.3938616363629648,0.3558219787657772
LH Ferguson,Death Specialist,0.3632263024295113,Moderate Profile,High Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.2818974739221413,0.42639482116236427,0.4173344709643611
P Negi,Death Specialist,0.36286074985162764,Moderate Profile,High Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.4005134096803475,0.47758990964770615
S Badree,Balanced Support Bowler,0.36137666433615184,High Impact Control,Medium Reliability,Middle,High Impact Control,"Weak at Death, Weak vs Set Batters, Poor Momentum Control",0.0,0.0,0.17482517971004094
CH Gayle,Strike Bowler,0.360835856711435,Low Risk Support,High Reliability,Middle,No Strong Specialist Tag,No Major Weakness Tag,0.46294387700796774,0.38356774626923956,0.35783700360331866
GJ Maxwell,Strike Bowler,0.3606126001684843,Low Risk Support,High Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.0,0.3853984132200099,0.48651585815332643
R Dhawan,Strike Bowler,0.35857645210118366,Low Risk Support,High Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.0,0.403741954255571,0.4280756235882628
DJG Sammy,Death Specialist,0.35754911623853847,Moderate Profile,Medium Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.0,0.37436866605126456,0.344445004768753
SC Ganguly,Strike Bowler,0.357364679888699,Low Risk Support,Medium Reliability,Powerplay,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.0,0.2997767544652619,0.5454805451543364
AG Murtaza,Strike Bowler,0.3560175942458203,Low Risk Support,Medium Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.493548460333652,0.3605509080328283
SM Pollock,Balanced Support Bowler,0.3555394566962204,High Impact Control,Medium Reliability,Middle,High Impact Control,"Weak at Death, Poor Momentum Control",0.0,0.31603083895686723,0.0
MS Gony,Strike Bowler,0.3554338810817165,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.0,0.4244253433805158,0.39849658324592824
A Ashish Reddy,Death Specialist,0.3548972111005306,Moderate Profile,Medium Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.0,0.4632929231346755,0.4159922473817113
A Singh,Death Specialist,0.35355710372716637,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.0,0.36715219177651615,0.4480293528472466
Pankaj Singh,Strike Bowler,0.35338341453012184,High Impact Control,Medium Reliability,Middle,High Impact Control,Weak at Death,0.0,0.5006489434187167,0.46368350586021756
AB Agarkar,Strike Bowler,0.3521460875746892,Low Risk Support,High Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.2867869054497848,0.41096656453797215,0.37754739612743343
AM Nayar,Strike Bowler,0.3489970493045545,Low Risk Support,Medium Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.46504035869639726,0.38197094225104106
DT Christian,Strike Bowler,0.3473919224268798,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.2157933827744756,0.4319502557306634,0.30053637990334636
AS Rajpoot,Death Specialist,0.3466317787010001,Attacking but Expensive,High Reliability,Powerplay,No Strong Specialist Tag,"Weak at Death, Can Be Expensive",0.0,0.30885606168896607,0.5105974538000732
AA Chavan,Strike Bowler,0.33953642366799264,Low Risk Support,Medium Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.46910927579298944,0.43247177392236325
LR Shukla,Death Specialist,0.33567207171739344,Moderate Profile,Medium Reliability,Death,No Strong Specialist Tag,Weak at Death,0.0,0.4293260651488741,0.4126195228830246
JL Pattinson,Death Specialist,0.33387993747385913,Moderate Profile,Medium Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.0,0.35080340975486196,0.45338322108231516
A Symonds,Death Specialist,0.3338351737770905,Moderate Profile,High Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.3715804439097722,0.39473584265143036
T Natarajan,Death Specialist,0.3336296971675899,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,No Major Weakness Tag,0.42632504650619557,0.3592097362697273,0.5198379639091183
Suyash Sharma,Strike Bowler,0.3328044435224424,Moderate Profile,Medium Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.37623982376102066,0.525201916440931
NLTC Perera,Death Specialist,0.32939526497999894,Moderate Profile,High Reliability,Powerplay,No Strong Specialist Tag,No Major Weakness Tag,0.3043958634112301,0.34018646995622404,0.38274857777938026
BE Hendricks,Balanced Support Bowler,0.32911218067951964,Moderate Profile,Medium Reliability,Middle,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.0,0.0,0.4500071701011195
M Markande,Death Specialist,0.32747108400811176,Moderate Profile,High Reliability,Death,No Strong Specialist Tag,Weak at Death,0.0,0.4029568019240161,0.4147854791177977
J Theron,Balanced Support Bowler,0.3269551143223546,Low Risk Support,Medium Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.0,0.3093083271034496,0.37885523205942845
JP Behrendorff,Strike Bowler,0.32642087549724547,Moderate Profile,Medium Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.0,0.4442962109651217,0.41963075899405006
PWH de Silva,Strike Bowler,0.3261068386349765,Moderate Profile,High Reliability,Death,No Strong Specialist Tag,Weak at Death,0.0,0.39914069716203726,0.4881823613071751
VRV Singh,Death Specialist,0.32587953079442555,Moderate Profile,Medium Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.0,0.3146354707277424,0.44028428198034986
JC Archer,Strike Bowler,0.32529498222878395,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.09876896217366771,0.316948095468448,0.49462114790891176
Mayank Dagar,Strike Bowler,0.32496472924915154,Low Risk Support,Medium Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.0,0.3964518865359897,0.5118865686238079
RG Sharma,Balanced Support Bowler,0.3249454306261716,Low Risk Support,High Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.42153778278173415,0.35116309842053395
TU Deshpande,Death Specialist,0.3236472773979927,Moderate Profile,High Reliability,Death,No Strong Specialist Tag,No Major Weakness Tag,0.4359700287883676,0.4063296808792143,0.42140080621321113
R McLaren,Strike Bowler,0.32170985750959974,Moderate Profile,Medium Reliability,Death,No Strong Specialist Tag,Weak at Death,0.0,0.34095308282617465,0.4187004259398643
RP Meredith,Strike Bowler,0.32158024497826254,Moderate Profile,Medium Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.0,0.36699910626503957,0.3694901974162888
KR Sen,Death Specialist,0.321166481490315,Moderate Profile,Medium Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.42103197884871163,0.3219595521513667
Harshit Rana,Death Specialist,0.31860373009497106,Attacking but Expensive,High Reliability,Powerplay,No Strong Specialist Tag,"Weak at Death, Can Be Expensive",0.0,0.33834389320904,0.6342438710318343
JO Holder,Death Specialist,0.31776235489352705,Moderate Profile,High Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.25539283510608474,0.34588921218053015,0.35466664588688246
AD Russell,Death Specialist,0.3151813937163257,Moderate Profile,High Reliability,Powerplay,No Strong Specialist Tag,No Major Weakness Tag,0.43214687733915086,0.4328323065189899,0.5105543519273892
Basil Thampi,Balanced Support Bowler,0.3141395581801944,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,"Weak at Death, Poor Momentum Control",0.2987275830214872,0.3339403413391519,0.2741044950954245
PJ Sangwan,Strike Bowler,0.31359628434214,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.0,0.3953213018340283,0.4345838817912383
FH Edwards,Balanced Support Bowler,0.3106197969318734,Moderate Profile,Medium Reliability,Powerplay,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters, Poor Momentum Control",0.0,0.2202046859447154,0.27127192048520604
AD Mathews,Balanced Support Bowler,0.31004678130476643,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,No Major Weakness Tag,0.38378967661197744,0.39699117495073977,0.42365929781686507
STR Binny,Balanced Support Bowler,0.3044075693240139,Low Risk Support,High Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.3312090995434905,0.4814322537812241
S Tyagi,Balanced Support Bowler,0.3027088217614398,Moderate Profile,Medium Reliability,Powerplay,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.0,0.11085993415589566,0.39552834891088295
Vijaykumar Vyshak,Death Specialist,0.29637222903579963,Moderate Profile,Medium Reliability,Death,No Strong Specialist Tag,Weak at Death,0.0,0.32298892321312345,0.6446838408485902
BB Sran,Balanced Support Bowler,0.29596656993437126,Moderate Profile,High Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.3175476345501943,0.4057066058307357
A Zampa,Balanced Support Bowler,0.29051491279454794,Moderate Profile,Medium Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.3140564817924306,0.35986021094325865
I Udana,Balanced Support Bowler,0.2900668435995964,Moderate Profile,Medium Reliability,Death,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters, Poor Momentum Control",0.0,0.2753445520046867,0.0
C Sakariya,Balanced Support Bowler,0.2898120597283114,Low Risk Support,Medium Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.32040791757627163,0.36086521498481483
Anureet Singh,Death Specialist,0.28790586257451883,Moderate Profile,Medium Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.32826529170744234,0.3495702911051442
SM Curran,Death Specialist,0.28769797229371635,Moderate Profile,High Reliability,Powerplay,No Strong Specialist Tag,No Major Weakness Tag,0.4067738905850874,0.3231348706375239,0.43384376886748566
LS Livingstone,Balanced Support Bowler,0.2876186085855574,Moderate Profile,Medium Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.3607674389698561,0.38060858149308374
VR Aaron,Balanced Support Bowler,0.28300440784100944,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.14808083741506134,0.3681729738390252,0.4577304008169425
Shahbaz Ahmed,Death Specialist,0.2814389503504817,Moderate Profile,High Reliability,Death,No Strong Specialist Tag,Weak at Death,0.0,0.30544913218054653,0.4624950052027343
S Sreesanth,Balanced Support Bowler,0.2807351391258564,Moderate Profile,High Reliability,Powerplay,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.0,0.2791206617084851,0.36489809354395586
VG Arora,Balanced Support Bowler,0.2807245510032604,Moderate Profile,High Reliability,Powerplay,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.0,0.21203369694568536,0.39130484492523687
Yash Thakur,Death Specialist,0.2744948754168227,Moderate Profile,High Reliability,Death,No Strong Specialist Tag,Weak vs Set Batters,0.5390915716724285,0.27671479003553134,0.4603613502061395
KL Nagarkoti,Balanced Support Bowler,0.27183551375295684,Moderate Profile,Medium Reliability,Death,No Strong Specialist Tag,Weak at Death,0.0,0.304156828151189,0.41965134110359636
MP Stoinis,Death Specialist,0.26822164365963047,Moderate Profile,High Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.17595042707140848,0.4269413988196275,0.45886450456785216
DJ Hooda,Balanced Support Bowler,0.267233629595335,Moderate Profile,Medium Reliability,Middle,No Strong Specialist Tag,"Weak at Death, Poor Momentum Control",0.0,0.32201971584512046,0.2633438086581064
Anand Rajan,Death Specialist,0.266409581397845,Moderate Profile,Medium Reliability,Middle,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.0,0.29875531051313403,0.5394533133806947
P Awana,Death Specialist,0.2652532788955453,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.2650300828115589,0.2666735341132781,0.3811915171643666
Kartik Tyagi,Balanced Support Bowler,0.2640078035798785,Moderate Profile,Medium Reliability,Death,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.0,0.24643733033345544,0.33130304119957943
Abhishek Sharma,Balanced Support Bowler,0.26377843100494114,Moderate Profile,Medium Reliability,Middle,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.0,0.29650527500992485,0.3822384763341433
JR Hopes,Balanced Support Bowler,0.2629628487409085,Moderate Profile,Medium Reliability,Powerplay,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.0,0.27882382886236357,0.4956925966354016
Bipul Sharma,Balanced Support Bowler,0.2624282907868009,Moderate Profile,Medium Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.0,0.336067893099632,0.38970096728181175
Mukesh Choudhary,Balanced Support Bowler,0.2605155755062461,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.0,0.22746209917777,0.324686068484284
Mukesh Kumar,Death Specialist,0.26009293225932906,Moderate Profile,Medium Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.265160908178765,0.39299059009361276,0.4993782433103266
AJ Tye,Death Specialist,0.25602349929341967,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.2027772108392112,0.39388788590508306,0.4566336943038372
Mohammad Nabi,Balanced Support Bowler,0.25366035096689676,Moderate Profile,High Reliability,Powerplay,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.0,0.2708916795682542,0.428142511215532
PV Tambe,Balanced Support Bowler,0.25078302031670846,Low Risk Support,High Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.0,0.3793668013552196,0.4318155674364491
Naveen-ul-Haq,Death Specialist,0.24485388377588954,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,Weak vs Set Batters,0.3218316180066778,0.24738660000305557,0.5651350582289819
Yash Dayal,Death Specialist,0.24165128974249322,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,Weak at Death,0.0,0.3218610583843642,0.4706097679642038
BCJ Cutting,Balanced Support Bowler,0.24080586927198838,Moderate Profile,Medium Reliability,Middle,No Strong Specialist Tag,"Weak at Death, Poor Momentum Control",0.0,0.3516623595470842,0.29816498303973105
A Mithun,Balanced Support Bowler,0.23852651522759158,Moderate Profile,Medium Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.31767112839986034,0.315142680175115
D Wiese,Balanced Support Bowler,0.23686873669440556,Moderate Profile,Medium Reliability,Powerplay,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters, Poor Momentum Control",0.0,0.21613915453855234,0.2640810929077477
OC McCoy,Balanced Support Bowler,0.23437756314463207,Moderate Profile,Medium Reliability,Powerplay,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.0,0.23091171096529647,0.38216287120285763
DR Sams,Balanced Support Bowler,0.23241806963584222,Moderate Profile,Medium Reliability,Powerplay,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters, Poor Momentum Control",0.0,0.16862319889532038,0.20196369950935414
JD Ryder,Balanced Support Bowler,0.23120094211637143,Moderate Profile,Medium Reliability,Powerplay,No Strong Specialist Tag,"Weak at Death, Poor Momentum Control",0.0,0.3456643069738556,0.28752673134340695
MR Marsh,Balanced Support Bowler,0.2298802255598129,Moderate Profile,Medium Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.37618225071409706,0.3461645627413587
Joginder Sharma,Balanced Support Bowler,0.218115766541907,Moderate Profile,Medium Reliability,Middle,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.0,0.29471379597544006,0.38591553118512356
AN Ahmed,Balanced Support Bowler,0.2112524562750512,Moderate Profile,Medium Reliability,Powerplay,No Strong Specialist Tag,Weak at Death,0.0,0.34924138743608285,0.30519536569432065
VY Mahesh,Balanced Support Bowler,0.21045062555465233,Moderate Profile,Medium Reliability,Death,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters, Poor Momentum Control",0.0,0.2130283876347749,0.1972496854976467
Rasikh Salam,Balanced Support Bowler,0.21039568234785005,Moderate Profile,Medium Reliability,Death,No Strong Specialist Tag,Weak at Death,0.0,0.31713183887346813,0.3872142924079893
CJ Jordan,Balanced Support Bowler,0.19878177490370436,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters, Poor Momentum Control",0.20809945792363255,0.29388282735812365,0.2843445877029825
LE Plunkett,Balanced Support Bowler,0.19383396077667767,Moderate Profile,Medium Reliability,Death,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.0,0.2905836822816786,0.3729629028412194
J Suchith,Balanced Support Bowler,0.193777202016856,Moderate Profile,Medium Reliability,Middle,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.0,0.2908155024049053,0.4533133703515701
AF Milne,Balanced Support Bowler,0.18392761142716912,Moderate Profile,Medium Reliability,Death,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters, Poor Momentum Control",0.0,0.2436358611353596,0.28118752257032736
JDP Oram,Balanced Support Bowler,0.18358057283883514,Moderate Profile,Medium Reliability,Death,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.0,0.27544532045983483,0.30589217099992816
AS Joseph,Balanced Support Bowler,0.1707154589671488,Moderate Profile,Medium Reliability,Powerplay,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.0,0.241093585321447,0.3179175965782279
Swapnil Singh,Balanced Support Bowler,0.14454394076432714,Moderate Profile,Medium Reliability,Middle,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.0,0.1835994743313971,0.3456063709461817
DR Smith,Balanced Support Bowler,0.12187656254295358,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,"Weak at Death, Poor Momentum Control",0.0,0.3057348655531383,0.2782480884677044
R Sathish,Balanced Support Bowler,0.12132143779819532,Moderate Profile,Medium Reliability,Powerplay,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters, Poor Momentum Control",0.0,0.2719871158927046,0.13109744697122103
ST Jayasuriya,Balanced Support Bowler,0.10130229964101449,Moderate Profile,High Reliability,Middle,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.0,0.22442380474768076,0.4447197126586718
TK Curran,Balanced Support Bowler,0.09677919191634939,Moderate Profile,Medium Reliability,Middle,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",0.0,0.23093937736183184,0.35096504038729154
M Jansen,Balanced Support Bowler,0.0834835496989245,Moderate Profile,Medium Reliability,Middle,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters, Poor Momentum Control",0.0,0.22192511141288132,0.29287983256903793
CJ Anderson,Balanced Support Bowler,0.08219095126011658,Moderate Profile,Medium Reliability,Middle,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters, Poor Momentum Control",0.0,0.2586202292721771,0.2835848806445689
