batter,collapse_balls,collapse_runs,collapse_pressure_exposure,collapse_weighted_runs,collapse_dismissals,collapse_boundaries,collapse_sr_raw,collapse_pressure_sr_raw,collapse_boundary_rate_raw,collapse_dismissal_rate_raw,collapse_pressure_sr_raw_norm,collapse_pressure_exposure_norm,collapse_boundary_rate_raw_norm,collapse_balls_norm,collapse_dismissal_temp,collapse_dismissal_rate_norm,collapse_specialist_score
Iqbal Abdulla,72,79,283.7,307.1,1,10,109.72222222222223,108.24814945364822,0.1388888888888889,0.013888888888888888,0.41284301259983996,0.11867600869775308,0.4282407407407407,0.09719626168224299,0.030982905982905984,0.969017094017094,0.3498813163495392
Ishan Kishan,87,108,262.7,337.6,17,15,124.13793103448276,128.51161020175107,0.1724137931034483,0.19540229885057472,0.5152608091157829,0.10852863010388983,0.5316091954022988,0.1252336448598131,0.43589743589743596,0.5641025641025641,0.3624101231660697
J Botha,25,15,77.2,40.1,7,1,60.0,51.94300518134715,0.04,0.28,0.12825940269395375,0.01889345252476444,0.12333333333333332,0.009345794392523366,0.6246153846153847,0.3753846153846153,0.10705448477141496
J Suchith,47,58,178.3,216.1,3,9,123.40425531914893,121.2002243409983,0.19148936170212766,0.06382978723404255,0.4783068041388084,0.06774583232664895,0.5904255319148936,0.05046728971962616,0.14238952536824875,0.8576104746317512,0.3662388102385982
J Syed Mohammad,27,29,105.8,112.4,2,4,107.40740740740742,106.2381852551985,0.14814814814814814,0.07407407407407407,0.40268403201699815,0.03271321575259724,0.45679012345679004,0.013084112149532708,0.16524216524216523,0.8347578347578348,0.30307463396083056
JA Morkel,163,209,551.4,715.4,12,22,128.2208588957055,129.7424737033007,0.13496932515337423,0.0736196319018405,0.5214819738619092,0.24803092534428603,0.41615541922290383,0.2672897196261682,0.16422840962718266,0.8357715903728173,0.43062035205238225
JC Archer,73,103,280.9,364.8,8,13,141.0958904109589,129.86828052687792,0.1780821917808219,0.1095890410958904,0.5221178404504263,0.11732302488523796,0.5490867579908675,0.09906542056074766,0.24446786090621705,0.7555321390937829,0.3848480410710793
JC Buttler,105,147,311.2,469.3,16,20,140.0,150.80334190231363,0.19047619047619047,0.1523809523809524,0.6279301142101734,0.13196424257066924,0.5873015873015872,0.15887850467289721,0.33992673992673994,0.6600732600732601,0.4307009404197266
JD Unadkat,97,113,401.90000000000003,467.90000000000003,8,14,116.49484536082475,116.42199552127394,0.14432989690721648,0.08247422680412371,0.4541561581534744,0.17579125392606912,0.4450171821305841,0.14392523364485982,0.18398096748612214,0.8160190325138779,0.37284573445293767
JDS Neesham,53,60,173.9,191.0,5,5,113.20754716981132,109.83323749281195,0.09433962264150944,0.09433962264150944,0.4208545376928636,0.06561971490698236,0.2908805031446541,0.06168224299065421,0.21044992743105953,0.7895500725689405,0.29554343609643813
JEC Franklin,64,61,189.79999999999998,205.39999999999998,4,7,95.3125,108.21917808219177,0.109375,0.0625,0.41269658232993195,0.07330273012805025,0.3372395833333333,0.08224299065420561,0.13942307692307693,0.8605769230769231,0.3117495647533119
JH Kallis,38,22,119.1,76.9,12,2,57.89473684210527,64.56759026028548,0.05263157894736842,0.3157894736842105,0.192067959474363,0.03913988886204397,0.16228070175438594,0.03364485981308411,0.7044534412955465,0.29554655870445345,0.13595224813710388
JJ Bumrah,46,36,231.8,181.6,5,4,78.26086956521739,78.34339948231234,0.08695652173913043,0.10869565217391304,0.26169515905704477,0.09359748731577676,0.2681159420289855,0.048598130841121495,0.24247491638795987,0.7575250836120402,0.23825229679062992
JM Bairstow,28,19,53.1,34.5,4,2,67.85714285714286,64.97175141242938,0.07142857142857142,0.14285714285714285,0.1941107149125622,0.007248127567045178,0.2202380952380952,0.014953271028037382,0.31868131868131866,0.6813186813186813,0.1731613551829461
JM Sharma,122,167,305.1,402.1,14,20,136.88524590163937,131.79285480170435,0.16393442622950818,0.11475409836065574,0.5318452339548871,0.1290166706934042,0.5054644808743168,0.19065420560747665,0.25598991172761665,0.7440100882723834,0.3972188113570689
JO Holder,81,102,260.9,286.40000000000003,8,12,125.92592592592592,109.77385971636645,0.14814814814814814,0.09876543209876543,0.42055442404983084,0.10765885479584439,0.45679012345679004,0.11401869158878505,0.22032288698955366,0.7796771130104463,0.33769779567428276
JP Duminy,117,122,344.7,382.7,15,11,104.27350427350429,111.0240789091964,0.09401709401709402,0.1282051282051282,0.4268734184448812,0.14815172747040348,0.28988603988603984,0.18130841121495328,0.2859960552268244,0.7140039447731756,0.3285231904657758
JP Faulkner,178,259,672.3,995.9,11,32,145.5056179775281,148.13327383608507,0.1797752808988764,0.06179775280898876,0.614434764561357,0.3064508335346702,0.5543071161048688,0.2953271028037383,0.13785652549697494,0.8621434745030251,0.505324356266736
JR Hopes,43,59,143.2,205.9,5,7,137.2093023255814,143.78491620111734,0.16279069767441862,0.11627906976744186,0.5924568204691385,0.050785213819763225,0.501937984496124,0.04299065420560748,0.259391771019678,0.740608228980322,0.3758563093224312
K Gowtham,103,162,369.8,548.5,9,21,157.28155339805824,148.32341806381828,0.20388349514563106,0.08737864077669903,0.6153958122849787,0.1602802609325924,0.6286407766990291,0.15514018691588785,0.19492158327109785,0.8050784167289021,0.4535335857480184
K Rabada,126,126,490.0,465.6,10,15,100.0,95.02040816326532,0.11904761904761904,0.07936507936507936,0.34598591781800164,0.2183619231698478,0.367063492063492,0.19813084112149534,0.17704517704517705,0.8229548229548229,0.3427601843019929
KA Jamieson,28,36,115.9,151.20000000000002,2,4,128.57142857142858,130.45729076790337,0.14285714285714285,0.07142857142857142,0.5250948803431208,0.037593621647741,0.4404761904761904,0.014953271028037382,0.15934065934065933,0.8406593406593407,0.34556196682359586
KA Pollard,396,502,1307.2,1622.9,42,68,126.76767676767678,124.15085679314566,0.1717171717171717,0.10606060606060606,0.49322021295056123,0.6132399130224692,0.5294612794612794,0.702803738317757,0.2365967365967366,0.7634032634032634,0.5871171317954955
KB Arun Karthik,22,19,83.5,71.5,4,1,86.36363636363636,85.62874251497006,0.045454545454545456,0.18181818181818182,0.29851753552782795,0.021937666102923407,0.14015151515151514,0.003738317757009342,0.4055944055944056,0.5944055944055944,0.19098958833730872
KC Sangakkara,37,17,94.5,38.0,13,1,45.94594594594595,40.21164021164021,0.02702702702702703,0.35135135135135137,0.06896545654834307,0.027252959652089875,0.08333333333333333,0.03177570093457943,0.7837837837837839,0.21621621621621612,0.06983912646675107
KD Karthik,464,630,1437.7,1915.1000000000001,55,90,135.77586206896552,133.20581484315227,0.1939655172413793,0.11853448275862069,0.5389867709218004,0.6762986228557623,0.5980603448275862,0.8299065420560748,0.2644230769230769,0.7355769230769231,0.6454727508768121
KH Pandya,222,251,642.8000000000001,684.2,20,28,113.06306306306307,106.44057249533292,0.12612612612612611,0.09009009009009009,0.40370695971109655,0.29219618265281466,0.38888888888888884,0.37757009345794396,0.20097020097020096,0.799029799029799,0.40921830881709226
KK Cooper,30,57,139.4,266.5,4,9,190.0,191.17647058823528,0.3,0.13333333333333333,0.8319883908228607,0.04894902150277845,0.9249999999999998,0.018691588785046724,0.29743589743589743,0.7025641025641025,0.5152433407378629
KK Nair,55,39,130.1,98.2,14,4,70.9090909090909,75.4803996925442,0.07272727272727272,0.2545454545454545,0.24722467281884813,0.04445518241121044,0.22424242424242422,0.06542056074766354,0.5678321678321678,0.43216783216783217,0.18430866205469584
KL Rahul,143,174,431.1,553.2,16,21,121.6783216783217,128.32289491997219,0.14685314685314685,0.11188811188811189,0.514306983726875,0.18990094225658372,0.45279720279720276,0.22990654205607475,0.24959655728886498,0.750403442711135,0.40492858586765723
KM Jadhav,134,136,457.2,495.8,14,16,101.49253731343283,108.44269466316712,0.11940298507462686,0.1044776119402985,0.413826304246284,0.2025126842232423,0.36815920398009944,0.2130841121495327,0.2330654420206659,0.7669345579793341,0.35934733075938824
KP Pietersen,31,36,79.8,88.69999999999999,6,4,116.12903225806453,111.15288220551378,0.12903225806451613,0.1935483870967742,0.4275244301332006,0.020149794636385596,0.3978494623655913,0.0205607476635514,0.4317617866004963,0.5682382133995036,0.2742563520500384
KS Williamson,75,76,221.4,243.4,13,9,101.33333333333334,109.93676603432701,0.12,0.17333333333333334,0.42137780295491783,0.0885721188692921,0.36999999999999994,0.10280373831775702,0.3866666666666667,0.6133333333333333,0.30187915483254113
KV Sharma,163,199,659.5,774.9,11,22,122.08588957055215,117.49810462471568,0.13496932515337423,0.06748466257668712,0.4595951463181968,0.30026576467745836,0.41615541922290383,0.2672897196261682,0.1505427088249174,0.8494572911750826,0.4233872423256025
KW Richardson,22,27,64.9,76.2,2,3,122.72727272727273,117.41140215716486,0.13636363636363635,0.09090909090909091,0.45915692523693946,0.012949987919787388,0.42045454545454536,0.003738317757009342,0.2027972027972028,0.7972027972027972,0.3072916300148886
Kuldeep Yadav,149,106,672.2,460.3,6,9,71.14093959731544,68.47664385599523,0.06040268456375839,0.040268456375838924,0.21182552510997632,0.30640251268422325,0.18624161073825501,0.2411214953271028,0.08982963345379452,0.9101703665462055,0.30586106452397177
L Balaji,21,16,97.8,69.7,3,2,76.19047619047619,71.2678936605317,0.09523809523809523,0.14285714285714285,0.22593336473618358,0.02884754771683981,0.2936507936507936,0.0018691588785046676,0.31868131868131866,0.6813186813186813,0.19874842559813707
LR Shukla,106,97,267.1,212.6,11,11,91.50943396226415,79.59565705728191,0.10377358490566038,0.10377358490566038,0.2680244560657401,0.11065474752355642,0.31996855345911945,0.16074766355140188,0.23149492017416548,0.7685050798258345,0.2704301870380598
LRPL Taylor,109,101,333.6,314.7,18,6,92.66055045871559,94.3345323741007,0.05504587155963303,0.1651376146788991,0.34251928949211463,0.14278811307079006,0.16972477064220182,0.16635514018691588,0.36838390966831336,0.6316160903316866,0.26915237524747393
LS Livingstone,69,128,252.5,447.40000000000003,8,21,185.5072463768116,177.18811881188122,0.30434782608695654,0.11594202898550725,0.7612869354479099,0.1035999033582991,0.9384057971014492,0.09158878504672896,0.25863991081382387,0.7413600891861761,0.5209855994871876
Lalit Yadav,107,119,351.1,339.70000000000005,9,17,111.21495327102804,96.75306180575335,0.1588785046728972,0.08411214953271028,0.3547432851006639,0.1512442618990094,0.4898753894080996,0.16261682242990655,0.1876347951114306,0.8123652048885694,0.34108156752454255
M Jansen,25,24,94.1,87.4,4,3,96.0,92.87991498405952,0.12,0.16,0.3351672034040688,0.027059676250302,0.36999999999999994,0.009345794392523366,0.35692307692307695,0.6430769230769231,0.24528300172057035
M Kaif,24,25,67.1,80.5,4,4,104.16666666666667,119.97019374068556,0.16666666666666666,0.16666666666666666,0.4720898491330842,0.014013046629620676,0.5138888888888888,0.007476635514018691,0.3717948717948718,0.6282051282051282,0.3097600503349336
M Kartik,36,35,147.6,136.20000000000002,1,2,97.22222222222221,92.27642276422766,0.05555555555555555,0.027777777777777776,0.33211696711234945,0.0529113312394298,0.17129629629629628,0.029906542056074764,0.06196581196581197,0.938034188034188,0.2534526158554542
M Manhas,66,72,243.20000000000002,260.8,9,8,109.09090909090908,107.23684210526316,0.12121212121212122,0.13636363636363635,0.40773155254326127,0.0991060642667311,0.3737373737373737,0.08598130841121496,0.30419580419580416,0.6958041958041958,0.3060207813595321
M Markande,27,25,114.10000000000001,127.50000000000001,2,3,92.5925925925926,111.7440841367222,0.1111111111111111,0.07407407407407407,0.4305125475057972,0.03672384633969558,0.34259259259259256,0.013084112149532708,0.16524216524216523,0.8347578347578348,0.2966876423990552
M Morkel,73,116,338.0,554.3000000000001,7,15,158.9041095890411,163.9940828402367,0.2054794520547945,0.0958904109589041,0.6946001977693803,0.14491423049045662,0.6335616438356163,0.09906542056074766,0.21390937829293993,0.78609062170706,0.46784174867205786
M Rawat,54,49,223.60000000000002,201.70000000000002,1,5,90.74074074074075,90.20572450805008,0.09259259259259259,0.018518518518518517,0.3216510178214827,0.0896351775791254,0.28549382716049376,0.06355140186915888,0.04131054131054131,0.9586894586894587,0.28321238085569406
M Shahrukh Khan,92,121,320.8,405.1,6,15,131.52173913043478,126.2780548628429,0.16304347826086957,0.06521739130434782,0.503971729769906,0.13660304421357816,0.5027173913043478,0.13457943925233645,0.14548494983277593,0.8545150501672241,0.3915868960730867
M Vijay,52,39,131.0,107.6,16,4,75.0,82.13740458015266,0.07692307692307693,0.3076923076923077,0.2808712340089723,0.04489007006523314,0.23717948717948717,0.05981308411214953,0.6863905325443788,0.31360946745562124,0.1854372818587562
M Vohra,34,70,66.0,120.0,4,11,205.88235294117646,181.8181818181818,0.3235294117647059,0.11764705882352941,0.7846887055961649,0.013481517274704036,0.9975490196078431,0.026168224299065415,0.26244343891402716,0.7375565610859729,0.5053246689719673
MA Agarwal,92,110,227.9,258.7,18,14,119.56521739130434,113.51469942957438,0.15217391304347827,0.1956521739130435,0.4394617847079532,0.091712974148345,0.4692028985507246,0.13457943925233645,0.4364548494983278,0.5635451505016722,0.32366173390549624
MA Starc,56,61,231.70000000000002,263.20000000000005,4,7,108.92857142857142,113.595166163142,0.125,0.07142857142857142,0.4398684884614374,0.09354916646532979,0.38541666666666663,0.06728971962616823,0.15934065934065933,0.8406593406593407,0.32931315458769483
MC Henriques,43,42,137.9,135.3,9,5,97.67441860465115,98.1145757795504,0.11627906976744186,0.20930232558139536,0.3616247977334463,0.04822420874607393,0.3585271317829457,0.04299065420560748,0.46690518783542045,0.5330948121645795,0.2521618805079656
MEK Hussey,24,16,45.4,23.8,5,1,66.66666666666666,52.422907488986795,0.041666666666666664,0.20833333333333334,0.13068497735281204,0.0035274220826286527,0.1284722222222222,0.007476635514018691,0.46474358974358976,0.5352564102564102,0.12053956728021854
MF Maharoof,56,77,151.3,212.3,4,11,137.5,140.3172504957039,0.19642857142857142,0.07142857142857142,0.5749301657176495,0.05469920270596762,0.6056547619047619,0.06728971962616823,0.15934065934065933,0.8406593406593407,0.3999079649732429
MG Johnson,64,67,331.7,334.40000000000003,7,7,104.6875,100.81398854386497,0.109375,0.109375,0.3752684645603969,0.14187001691229764,0.3372395833333333,0.08224299065420561,0.24399038461538464,0.7560096153846154,0.30533481446080574
MJ McClenaghan,39,43,174.70000000000002,216.70000000000002,8,6,110.25641025641026,124.04121350887236,0.15384615384615385,0.20512820512820512,0.4926660418877978,0.06600628171055811,0.47435897435897434,0.03551401869158878,0.45759368836291914,0.5424063116370809,0.3196562652096613
MJ Santner,32,35,104.6,115.1,3,3,109.375,110.03824091778202,0.09375,0.09375,0.42189068839410165,0.032133365547233624,0.2890625,0.022429906542056073,0.2091346153846154,0.7908653846153846,0.2815054817675909
MK Lomror,47,79,159.1,262.7,8,13,168.08510638297872,165.11627906976744,0.2765957446808511,0.1702127659574468,0.7002721245204806,0.05846822904083111,0.8528368794326241,0.05046728971962616,0.37970540098199673,0.6202945990180033,0.4572373861170138
MK Pandey,205,216,551.7,630.8,28,23,105.3658536585366,114.3375022657241,0.11219512195121951,0.13658536585365855,0.4436204846700716,0.24817588789562697,0.34593495934959345,0.3457943925233645,0.3046904315196998,0.6953095684803001,0.3906015012374055
MK Tiwary,172,189,546.4,667.6,19,22,109.88372093023256,122.18155197657394,0.12790697674418605,0.11046511627906977,0.4832667374564806,0.24561488282193764,0.3943798449612403,0.2841121495327103,0.2464221824686941,0.7535778175313059,0.40767865974247575
MM Ali,32,37,113.8,130.4,6,5,115.625,114.58699472759228,0.15625,0.1875,0.44488149672075356,0.03657888378835467,0.48177083333333326,0.022429906542056073,0.4182692307692308,0.5817307692307692,0.29865643270373776
MM Patel,23,29,105.60000000000001,136.10000000000002,4,5,126.08695652173914,128.88257575757578,0.21739130434782608,0.17391304347826086,0.5171357837453971,0.03261657405170331,0.6702898550724636,0.0056074766355140165,0.3879598662207358,0.6120401337792643,0.3517402809579379
MM Sharma,60,69,279.1,330.5,5,8,114.99999999999999,118.41633823002506,0.13333333333333333,0.08333333333333333,0.464236182896881,0.11645324957719255,0.41111111111111104,0.07476635514018691,0.1858974358974359,0.8141025641025641,0.3458878527561576
MP Stoinis,189,233,685.4,870.3000000000001,16,26,123.28042328042328,126.9769477677269,0.13756613756613756,0.08465608465608465,0.5075041506238089,0.312780864943223,0.4241622574955908,0.31588785046728973,0.18884818884818885,0.8111518111518111,0.447944366263752
MR Marsh,61,66,187.9,188.4,12,7,108.19672131147541,100.26609898882384,0.11475409836065574,0.19672131147540983,0.372499261330062,0.07238463396955787,0.3538251366120218,0.07663551401869159,0.43883984867591425,0.5611601513240858,0.2691560126849267
MS Dhoni,555,819,2107.6,3137.6,41,109,147.56756756756758,148.87075346365535,0.1963963963963964,0.07387387387387387,0.6181622146435559,0.9999999999999999,0.6055555555555555,1.0,0.1647955647955648,0.8352044352044352,0.7907105519790214
MS Gony,36,31,141.29999999999998,124.49999999999999,5,4,86.11111111111111,88.1104033970276,0.1111111111111111,0.1388888888888889,0.31106061700831694,0.04986711766127083,0.34259259259259256,0.029906542056074764,0.30982905982905984,0.6901709401709402,0.24622995958262275
MV Boucher,66,96,219.5,335.1,6,10,145.45454545454547,152.66514806378132,0.15151515151515152,0.09090909090909091,0.6373402582604775,0.08765402271079971,0.4671717171717171,0.08598130841121496,0.2027972027972028,0.7972027972027972,0.40767582962658655
Mandeep Singh,116,127,331.1,403.7,16,13,109.48275862068965,121.92691029900331,0.11206896551724138,0.13793103448275862,0.4819796996773909,0.14158009180961587,0.3455459770114942,0.1794392523364486,0.3076923076923077,0.6923076923076923,0.3520664714724514
Mohammad Nabi,57,71,193.5,238.6,5,9,124.56140350877195,123.30749354005168,0.15789473684210525,0.08771929824561403,0.48895759428348634,0.07509060159458807,0.4868421052631578,0.0691588785046729,0.19568151147098514,0.8043184885290149,0.3537398048159433
Mohammed Shami,47,54,188.9,208.9,7,8,114.89361702127661,110.58761249338274,0.1702127659574468,0.14893617021276595,0.42466738221461714,0.07286784247402754,0.524822695035461,0.05046728971962616,0.3322422258592471,0.6677577741407529,0.3199198195209612
Mohammed Siraj,83,82,436.5,428.5,5,12,98.79518072289156,98.1672394043528,0.14457831325301204,0.060240963855421686,0.36189097597791564,0.19251026818071998,0.4457831325301204,0.11775700934579439,0.13438368860055608,0.865616311399444,0.3458820610587821
Mohsin Khan,20,10,97.10000000000001,45.6,2,1,50.0,46.96189495365602,0.05,0.1,0.1030833313374894,0.02850930176371104,0.15416666666666667,0.0,0.2230769230769231,0.7769230769230769,0.14402379910135674
Mukesh Kumar,20,10,102.30000000000001,48.5,1,0,50.0,47.40957966764418,0.0,0.05,0.10534606831566476,0.031021985986953375,0.0,0.0,0.11153846153846154,0.8884615384615384,0.13347277425337487
N Pooran,147,247,486.40000000000003,758.5,16,38,168.02721088435376,155.94161184210523,0.2585034013605442,0.10884353741496598,0.6539005193487346,0.21662237255375696,0.7970521541950113,0.23738317757009347,0.24280481423338565,0.7571951857666144,0.5139055932519234
N Rana,106,120,328.5,393.90000000000003,19,18,113.20754716981132,119.90867579908678,0.16981132075471697,0.1792452830188679,0.47177891843358194,0.1403237496979947,0.5235849056603773,0.16074766355140188,0.39985486211901305,0.600145137880987,0.3628679580461179
N Wadhera,38,58,120.7,179.9,7,8,152.63157894736844,149.04722452361224,0.21052631578947367,0.18421052631578946,0.6190541539492003,0.03991302246919545,0.6491228070175438,0.03364485981308411,0.4109311740890688,0.5890688259109311,0.3879692421152062
NK Patel,32,44,85.2,124.89999999999999,1,4,137.5,146.59624413145536,0.125,0.03125,0.6066661411517322,0.022759120560521866,0.38541666666666663,0.022429906542056073,0.06971153846153846,0.9302884615384616,0.37222876167839125
NLTC Perera,107,146,295.9,422.1,9,20,136.4485981308411,142.64954376478542,0.18691588785046728,0.08411214953271028,0.5867182970945002,0.12457115245228315,0.5763239875389408,0.16261682242990655,0.1876347951114306,0.8123652048885694,0.4285718340803299
NV Ojha,96,89,309.8,315.1,14,9,92.70833333333334,101.71078114912848,0.09375,0.14583333333333334,0.3798011316948339,0.1312877506644117,0.2890625,0.14205607476635515,0.32532051282051283,0.6746794871794872,0.2978880686921968
Naman Dhir,37,79,133.1,298.7,2,12,213.51351351351352,224.41773102930128,0.32432432432432434,0.05405405405405406,1.0,0.04590480792461947,1.0,0.03177570093457943,0.12058212058212059,0.8794178794178794,0.6041843450631297
Navdeep Saini,24,20,115.2,99.0,2,2,83.33333333333334,85.9375,0.08333333333333333,0.08333333333333333,0.30007809133158087,0.03725537569461222,0.2569444444444444,0.007476635514018691,0.1858974358974359,0.8141025641025641,0.23541459429373224
Naveen-ul-Haq,23,16,98.8,55.9,2,2,69.56521739130434,56.57894736842105,0.08695652173913043,0.08695652173913043,0.1516908880398053,0.02933075622130949,0.2681159420289855,0.0056074766355140165,0.1939799331103679,0.8060200668896321,0.18208501935789737
P Dogra,40,46,139.6,141.7,3,5,114.99999999999999,101.50429799426934,0.125,0.075,0.3787575019811725,0.049045663203672374,0.38541666666666663,0.03738317757009346,0.1673076923076923,0.8326923076923077,0.2915157488990732
P Dubey,20,16,38.1,25.9,1,2,80.0,67.97900262467192,0.1,0.05,0.20931029244556648,0.0,0.30833333333333335,0.0,0.11153846153846154,0.8884615384615384,0.20835475620210211
P Kumar,133,142,589.8000000000001,624.3000000000001,13,17,106.76691729323309,105.84944048830111,0.12781954887218044,0.09774436090225563,0.40071919575691056,0.26658613191592173,0.394110275689223,0.21121495327102804,0.21804511278195488,0.7819548872180451,0.3758925245597413
P Negi,89,86,313.8,305.8,10,9,96.62921348314607,97.45060548119821,0.10112359550561797,0.11235955056179775,0.358268886531771,0.1332205846822904,0.31179775280898875,0.12897196261682242,0.25064822817631804,0.749351771823682,0.29974989095293236
P Ray Barman,25,19,82.2,59.900000000000006,1,2,76.0,72.87104622871047,0.08,0.04,0.2340361935447876,0.021309495047112825,0.24666666666666665,0.009345794392523366,0.08923076923076924,0.9107692307692308,0.21671883373825543
P Simran Singh,38,33,119.9,99.9,8,5,86.8421052631579,83.31943286071727,0.13157894736842105,0.21052631578947367,0.28684557044734643,0.039526455665619714,0.40570175438596484,0.03364485981308411,0.46963562753036436,0.5303643724696356,0.22921599294979705
PA Patel,41,18,93.5,36.5,12,1,43.90243902439025,39.037433155080215,0.024390243902439025,0.2926829268292683,0.0630306509945778,0.026769751147620195,0.07520325203252032,0.03925233644859813,0.6529080675422139,0.34709193245778613,0.08063069715295365
PD Collingwood,25,35,54.0,65.7,2,3,140.0,121.66666666666669,0.12,0.08,0.48066434788666995,0.007683015221067888,0.36999999999999994,0.009345794392523366,0.17846153846153848,0.8215384615384616,0.3092089908783261
PJ Cummins,143,258,488.3,737.2,16,39,180.41958041958043,150.9727626459144,0.2727272727272727,0.11188811188811189,0.6287864190368457,0.21754046871224933,0.8409090909090907,0.22990654205607475,0.24959655728886498,0.750403442711135,0.5101230530568467
PJ Sangwan,23,12,94.9,54.2,3,0,52.17391304347826,57.112750263435196,0.0,0.13043478260869565,0.15438889293446767,0.02744624305387775,0.0,0.0056074766355140165,0.29096989966555187,0.7090301003344481,0.13264180481930504
PK Garg,22,16,69.3,46.0,6,1,72.72727272727273,66.37806637806638,0.045454545454545456,0.2727272727272727,0.20121866561152757,0.015076105339453971,0.14015151515151514,0.003738317757009342,0.6083916083916083,0.39160839160839167,0.13493987339601596
PP Chawla,216,244,840.7,944.3000000000001,29,32,112.96296296296295,112.32306411323898,0.14814814814814814,0.13425925925925927,0.4334388913400928,0.3878231456873641,0.45679012345679004,0.3663551401869159,0.29950142450142453,0.7004985754985755,0.44218104548728693
