batter,collapse_balls,collapse_runs,collapse_pressure_exposure,collapse_weighted_runs,collapse_dismissals,collapse_boundaries,collapse_sr_raw,collapse_pressure_sr_raw,collapse_boundary_rate_raw,collapse_dismissal_rate_raw,collapse_pressure_sr_raw_norm,collapse_pressure_exposure_norm,collapse_boundary_rate_raw_norm,collapse_balls_norm,collapse_dismissal_temp,collapse_dismissal_rate_norm,collapse_specialist_score
PV Tambe,35,16,159.0,68.30000000000001,1,1,45.714285714285715,42.955974842767304,0.02857142857142857,0.02857142857142857,0.08283617238096536,0.058419908190384146,0.08809523809523809,0.028037383177570097,0.06373626373626373,0.9362637362637363,0.15464390419822877
PVD Chameera,20,25,107.4,133.9,2,4,125.0,124.67411545623837,0.2,0.1,0.4958649240365908,0.03348634935974873,0.6166666666666667,0.0,0.2230769230769231,0.7769230769230769,0.3521166184450517
PWH de Silva,32,37,98.7,107.3,5,4,115.625,108.71327254305979,0.125,0.15625,0.41519388851972344,0.029282435370862524,0.38541666666666663,0.022429906542056073,0.3485576923076923,0.6514423076923077,0.278959686575158
Q de Kock,30,19,66.2,41.800000000000004,10,1,63.33333333333333,63.14199395770393,0.03333333333333333,0.3333333333333333,0.18486255493627846,0.01357815897559797,0.10277777777777776,0.018691588785046724,0.7435897435897436,0.2564102564102564,0.11195786459704626
R Ashwin,196,240,821.9,1044.2,24,29,122.44897959183673,127.04708602019711,0.14795918367346939,0.12244897959183673,0.5078586510400398,0.37873882580333407,0.45620748299319724,0.32897196261682243,0.2731554160125589,0.7268445839874411,0.46289660955509443
R Bhatia,142,156,467.3,520.1,16,15,109.85915492957747,111.29895142306869,0.1056338028169014,0.11267605633802817,0.4282627091264462,0.20739309011838608,0.32570422535211263,0.2280373831775701,0.25135427952329364,0.7486457204767063,0.35966603405097575
R Dhawan,102,92,345.8,331.2,5,12,90.19607843137256,95.77790630422209,0.11764705882352941,0.049019607843137254,0.34981454765700776,0.14868325682532013,0.3627450980392156,0.15327102803738318,0.10935143288084465,0.8906485671191553,0.3260731815096881
R Dravid,87,128,303.0,473.8,9,18,147.1264367816092,156.36963696369637,0.20689655172413793,0.10344827586206896,0.6560638906677694,0.12800193283401787,0.6379310344827586,0.1252336448598131,0.23076923076923078,0.7692307692307692,0.45302062376668645
R McLaren,50,37,173.20000000000002,119.9,4,1,74.0,69.22632794457274,0.02,0.08,0.21561466031198567,0.06528146895385359,0.06166666666666666,0.05607476635514019,0.17846153846153848,0.8215384615384616,0.19160055945477555
R Parag,117,120,320.4,300.2,13,14,102.56410256410255,93.69538077403247,0.11965811965811966,0.1111111111111111,0.33928881966603835,0.13640976081179026,0.36894586894586895,0.18130841121495328,0.24786324786324787,0.7521367521367521,0.31060534432385956
R Powell,110,172,419.6,666.0,14,23,156.36363636363637,158.72259294566254,0.20909090909090908,0.12727272727272726,0.6679564577848915,0.1843440444551824,0.6446969696969695,0.16822429906542055,0.2839160839160839,0.7160839160839161,0.4734173532612578
R Rampaul,25,35,102.1,145.5,0,4,140.0,142.50734573947113,0.16,0.0,0.5859995843038941,0.030925344286059427,0.4933333333333333,0.009345794392523366,0.0,1.0,0.38823305973675626
R Sathish,59,57,253.7,229.4,6,4,96.61016949152543,90.42175798186835,0.06779661016949153,0.1016949152542373,0.3227429178003263,0.10417975356366271,0.20903954802259886,0.07289719626168224,0.22685788787483704,0.7731421121251629,0.2586096824761883
R Sharma,41,26,177.70000000000002,100.4,6,3,63.41463414634146,56.499718626899266,0.07317073170731707,0.14634146341463414,0.15129044148093446,0.06745590722396715,0.22560975609756095,0.03925233644859813,0.32645403377110693,0.6735459662288931,0.17689954182913203
R Shepherd,39,49,154.3,189.20000000000002,4,6,125.64102564102564,122.61827608554763,0.15384615384615385,0.10256410256410256,0.48547407614765953,0.05614882821937667,0.47435897435897434,0.03551401869158878,0.22879684418145957,0.7712031558185404,0.3375543982459635
R Tewatia,380,470,1243.7,1544.1,23,59,123.6842105263158,124.15373482351049,0.15526315789473685,0.060526315789473685,0.49323475940597356,0.5825561729886446,0.47872807017543856,0.6728971962616823,0.13502024291497977,0.8649797570850202,0.577512974713322
R Vinay Kumar,163,158,605.2,591.0,12,14,96.93251533742331,97.65366820885657,0.08588957055214724,0.0736196319018405,0.3592952283486906,0.2740275428847547,0.26482617586912066,0.2672897196261682,0.16422840962718266,0.8357715903728173,0.3576547590048054
RA Jadeja,510,657,1641.1000000000001,2242.7,41,72,128.82352941176472,136.6583389190177,0.1411764705882353,0.0803921568627451,0.5564368951954382,0.7745832326648949,0.4352941176470588,0.9158878504672897,0.17933634992458525,0.8206636500754148,0.6731423817093208
RA Tripathi,101,93,359.1,347.8,22,11,92.07920792079209,96.85324422166526,0.10891089108910891,0.21782178217821782,0.3552496380092263,0.15510992993476685,0.3358085808580858,0.15140186915887852,0.4859101294744859,0.5140898705255141,0.287605410342017
RD Chahar,51,52,212.0,201.1,5,8,101.96078431372548,94.85849056603773,0.1568627450980392,0.09803921568627451,0.34516753621323265,0.08402995892727712,0.4836601307189542,0.05794392523364486,0.2187028657616893,0.7812971342383107,0.3011864492231716
RE van der Merwe,35,28,81.1,68.7,5,2,80.0,84.71023427866832,0.05714285714285714,0.14285714285714285,0.29387511087918666,0.020777965692196178,0.17619047619047618,0.028037383177570097,0.31868131868131866,0.6813186813186813,0.20681682726783945
RG Sharma,255,299,664.6999999999999,787.8,46,39,117.25490196078432,118.51963291710548,0.15294117647058825,0.1803921568627451,0.46475826618630983,0.3027784489007006,0.4715686274509804,0.4392523364485981,0.4024132730015083,0.5975867269984917,0.43474182267516953
RJ Harris,63,58,234.3,209.8,8,4,92.06349206349206,89.54332052923603,0.06349206349206349,0.12698412698412698,0.3183030232830927,0.09480550857695096,0.19576719576719573,0.08037383177570094,0.28327228327228327,0.7167277167277167,0.24820136109752633
RK Singh,120,234,481.90000000000003,941.2,7,36,195.0,195.31023033824445,0.3,0.058333333333333334,0.8528816908462473,0.2144479342836434,0.9249999999999998,0.18691588785046728,0.13012820512820514,0.8698717948717949,0.6058951380318469
RM Patidar,30,24,74.7,65.3,6,2,80.0,87.41633199464523,0.06666666666666667,0.2,0.3075525655189687,0.01768543126359024,0.20555555555555552,0.018691588785046724,0.4461538461538462,0.5538461538461539,0.20108644278324234
RN ten Doeschate,49,62,157.29999999999998,216.39999999999998,6,9,126.53061224489797,137.5715193897012,0.1836734693877551,0.12244897959183673,0.5610523916691861,0.05759845373278569,0.5663265306122449,0.05420560747663551,0.2731554160125589,0.7268445839874411,0.3765322296294877
RP Singh,42,23,201.3,112.7,8,1,54.761904761904766,55.986090412319925,0.023809523809523808,0.19047619047619047,0.14869440565963182,0.07885962792945156,0.0734126984126984,0.0411214953271028,0.4249084249084249,0.575091575091575,0.14644723553336172
RR Pant,181,219,533.0,667.8,29,30,120.99447513812154,125.29080675422138,0.16574585635359115,0.16022099447513813,0.49898187255072307,0.239139888862044,0.511049723756906,0.30093457943925234,0.35741606459838504,0.642583935401615,0.4204846666278493
RR Rossouw,31,33,97.9,118.10000000000001,9,5,106.4516129032258,120.63329928498467,0.16129032258064516,0.2903225806451613,0.4754413896003747,0.028895868567286785,0.4973118279569892,0.0205607476635514,0.6476426799007445,0.35235732009925547,0.2865450718549594
RS Bopara,21,16,48.3,36.6,5,2,76.19047619047619,75.77639751552796,0.09523809523809523,0.23809523809523808,0.2487207373450595,0.004928726745590719,0.2936507936507936,0.0018691588785046676,0.5311355311355311,0.46886446886446886,0.17949887952301014
RV Patel,22,19,93.10000000000001,86.2,2,1,86.36363636363636,92.58861439312567,0.045454545454545456,0.09090909090909091,0.3336948801411222,0.026576467745832326,0.14015151515151514,0.003738317757009342,0.2027972027972028,0.7972027972027972,0.22474107964240925
RV Uthappa,193,210,532.1,633.2,37,25,108.80829015544042,119.00018793459877,0.12953367875647667,0.19170984455958548,0.46718713984260024,0.23870500120802127,0.3993955094991364,0.3233644859813084,0.4276604224790753,0.5723395775209247,0.3888397063210747
Rashid Khan,201,342,857.7,1405.0,19,51,170.1492537313433,163.81019004313862,0.2537313432835821,0.0945273631840796,0.6936707467092644,0.3960376902633487,0.7823383084577114,0.3383177570093458,0.21086873325679298,0.789131266743207,0.588805720408459
Rasikh Salam,27,23,105.9,94.2,3,2,85.18518518518519,88.95184135977337,0.07407407407407407,0.1111111111111111,0.3153135046626311,0.03276153660304421,0.22839506172839502,0.013084112149532708,0.24786324786324787,0.7521367521367521,0.2299856620780463
Ravi Bishnoi,42,26,179.3,106.10000000000001,4,2,61.904761904761905,59.17456776352482,0.047619047619047616,0.09523809523809523,0.1648099561379463,0.06822904083111862,0.1468253968253968,0.0411214953271028,0.21245421245421245,0.7875457875457875,0.18168735743351455
S Aravind,42,50,190.8,230.70000000000002,2,7,119.04761904761905,120.91194968553461,0.16666666666666666,0.047619047619047616,0.4768497748894119,0.07378593863251993,0.5138888888888888,0.0411214953271028,0.10622710622710622,0.8937728937728938,0.3579727528791123
S Badree,22,10,61.7,21.5,4,0,45.45454545454545,34.84602917341977,0.0,0.18181818181818182,0.04184599919959739,0.011403720705484417,0.0,0.003738317757009342,0.4055944055944056,0.5944055944055944,0.07749833700034103
S Badrinath,89,89,272.6,293.5,14,12,100.0,107.66691122523844,0.1348314606741573,0.15730337078651685,0.4099052548621774,0.11331239429813966,0.41573033707865165,0.12897196261682242,0.3509075194468453,0.6490924805531547,0.3184095307859336
S Dhawan,78,68,193.79999999999998,180.0,14,9,87.17948717948718,92.87925696594428,0.11538461538461539,0.1794871794871795,0.3351638775770411,0.07523556414592895,0.3557692307692308,0.10841121495327102,0.40039447731755423,0.5996055226824457,0.26570386731506646
S Dube,132,154,434.3,502.20000000000005,13,17,116.66666666666667,115.63435413308774,0.12878787878787878,0.09848484848484848,0.4501751750220346,0.1914472094708867,0.39709595959595956,0.20934579439252338,0.2196969696969697,0.7803030303030303,0.37441967975400925
S Gopal,79,86,312.40000000000003,320.7,7,11,108.86075949367088,102.65685019206146,0.13924050632911392,0.08860759493670886,0.38458285718257984,0.13254409277603288,0.42932489451476785,0.11028037383177569,0.1976630963972736,0.8023369036027264,0.3289145038201653
S Kaul,21,10,114.7,54.5,2,0,47.61904761904761,47.51525719267654,0.0,0.09523809523809523,0.10588019520492706,0.037013771442377386,0.0,0.0018691588785046676,0.21245421245421245,0.7875457875457875,0.12534646376867326
S Nadeem,58,30,255.70000000000002,123.7,9,2,51.724137931034484,48.3770043019163,0.034482758620689655,0.15517241379310345,0.11023573156564384,0.10514617057260207,0.10632183908045977,0.07102803738317758,0.3461538461538462,0.6538461538461537,0.15685614554528682
S Rana,23,28,99.4,122.9,2,4,121.73913043478262,123.64185110663983,0.17391304347826086,0.08695652173913043,0.4906475408155267,0.029620681323991302,0.536231884057971,0.0056074766355140165,0.1939799331103679,0.8060200668896321,0.3410097204094181
SA Yadav,169,219,444.5,537.1,28,31,129.58579881656803,120.83239595050618,0.1834319526627219,0.16568047337278108,0.4764476857128635,0.1963759362164774,0.5655818540433925,0.27850467289719627,0.36959490213928087,0.6304050978607192,0.40550416288078184
SC Ganguly,102,126,209.7,269.5,9,16,123.52941176470588,128.5169289461135,0.1568627450980392,0.08823529411764706,0.51528769169446,0.08291857936699686,0.4836601307189542,0.15327102803738318,0.19683257918552038,0.8031674208144797,0.37693675282970873
SE Marsh,31,30,82.6,78.80000000000001,11,4,96.7741935483871,95.3995157384988,0.12903225806451613,0.3548387096774194,0.3479020447313943,0.021502778448900695,0.3978494623655913,0.0205607476635514,0.7915632754342432,0.2084367245657568,0.21074661422916027
SE Rutherford,40,18,118.6,58.9,6,1,45.0,49.66273187183811,0.025,0.15,0.11673419627846532,0.038898284609809125,0.07708333333333334,0.03738317757009346,0.3346153846153846,0.6653846153846155,0.1342899780238907
SK Raina,112,154,290.59999999999997,413.09999999999997,19,22,137.5,142.15416379903647,0.19642857142857142,0.16964285714285715,0.5842144935655349,0.12201014737859384,0.6056547619047619,0.17196261682242991,0.378434065934066,0.6215659340659341,0.4137768098082578
SK Trivedi,31,21,157.8,111.10000000000001,2,1,67.74193548387096,70.40557667934094,0.03225806451612903,0.06451612903225806,0.22157494806640982,0.05784005798502054,0.09946236559139783,0.0205607476635514,0.14392059553349876,0.8560794044665012,0.19562265375439108
SK Warne,111,113,350.8,353.0,11,13,101.8018018018018,100.62713797035347,0.11711711711711711,0.0990990990990991,0.37432406398368007,0.15109929934766853,0.36111111111111105,0.17009345794392525,0.22106722106722107,0.7789327789327789,0.3263622104827385
SL Malinga,77,70,390.2,356.1,10,9,90.9090909090909,91.26089185033317,0.11688311688311688,0.12987012987012986,0.32698415984966933,0.17013771442377384,0.36038961038961037,0.10654205607476636,0.28971028971028967,0.7102897102897103,0.29804760555195525
SM Curran,96,133,309.1,452.40000000000003,17,16,138.54166666666669,146.36040116467163,0.16666666666666666,0.17708333333333334,0.6054741178699228,0.13094950471128292,0.5138888888888888,0.14205607476635515,0.3950320512820513,0.6049679487179487,0.40354185685237515
SN Khan,66,51,183.3,138.5,14,7,77.27272727272727,75.55919258046917,0.10606060606060606,0.21212121212121213,0.24762291643886547,0.07016187484899734,0.327020202020202,0.08598130841121496,0.4731934731934732,0.5268065268065267,0.21883936871121745
SN Thakur,109,144,411.90000000000003,553.4,11,18,132.11009174311928,134.35299830055837,0.1651376146788991,0.10091743119266056,0.5447849908491675,0.1806233389707659,0.5091743119266054,0.16635514018691588,0.22512350035285816,0.7748764996471418,0.4146476493216425
SO Hetmyer,133,219,386.0,607.3,14,30,164.66165413533835,157.33160621761658,0.22556390977443608,0.10526315789473684,0.6609259807385297,0.1681082387050012,0.6954887218045112,0.21121495327102804,0.23481781376518218,0.7651821862348178,0.4858749228195483
SP Narine,92,117,346.0,394.40000000000003,17,15,127.17391304347827,113.9884393063584,0.16304347826086957,0.18478260869565216,0.441856212535712,0.14877989852621407,0.5027173913043478,0.13457943925233645,0.4122073578595318,0.5877926421404682,0.34621843781660216
SPD Smith,206,227,520.4,594.0,24,27,110.19417475728154,114.14296694850117,0.13106796116504854,0.11650485436893204,0.44263724302235025,0.23305146170572602,0.40412621359223294,0.34766355140186916,0.2598954443614638,0.7401045556385362,0.399964820797223
SR Tendulkar,44,38,97.1,74.2,9,3,86.36363636363636,76.41606591143152,0.06818181818181818,0.20454545454545456,0.2519538192170918,0.028509301763711033,0.21022727272727268,0.044859813084112146,0.45629370629370636,0.5437062937062936,0.18794485440924696
SR Watson,82,75,243.0,216.4,21,9,91.46341463414635,89.05349794238684,0.10975609756097561,0.25609756097560976,0.315827308465547,0.09900942256583715,0.33841463414634143,0.11588785046728972,0.5712945590994372,0.42870544090056284,0.2463078303865017
SS Iyer,131,148,337.9,361.59999999999997,15,18,112.97709923664124,107.01390944066291,0.13740458015267176,0.11450381679389313,0.4066047819208282,0.14486590964000964,0.42366412213740456,0.2074766355140187,0.2554315913094539,0.7445684086905461,0.3476561055990604
SS Prabhudessai,47,58,150.5,182.8,4,7,123.40425531914893,121.46179401993355,0.14893617021276595,0.0851063829787234,0.4796288581790808,0.05431263590239188,0.4592198581560283,0.05046728971962616,0.18985270049099837,0.8101472995090017,0.33891606147052455
SS Tiwary,193,225,637.5,792.3000000000001,15,23,116.580310880829,124.28235294117648,0.11917098445595854,0.07772020725388601,0.4938848351441277,0.2896351775791254,0.3674438687392055,0.3233644859813084,0.1733758469509765,0.8266241530490235,0.43155215520820545
STR Binny,176,213,598.7,745.3,20,27,121.02272727272727,124.48638717220643,0.1534090909090909,0.11363636363636363,0.4949160872394968,0.2708866876057019,0.4730113636363636,0.29158878504672897,0.2534965034965035,0.7465034965034965,0.4302826743880629
SV Samson,179,199,533.2,611.9,32,26,111.17318435754191,114.75993998499622,0.1452513966480447,0.1787709497206704,0.4457556155300419,0.2392365305629379,0.4478584729981378,0.297196261682243,0.39879673399226473,0.6012032660077353,0.38770213487907973
Sachin Baby,26,22,111.60000000000001,112.10000000000001,6,2,84.61538461538461,100.44802867383513,0.07692307692307693,0.23076923076923078,0.3734187902146549,0.035515825078521385,0.23717948717948717,0.011214953271028033,0.5147928994082841,0.4852071005917159,0.2253554089715084
Sandeep Sharma,56,48,269.6,220.8,4,4,85.71428571428571,81.89910979228486,0.07142857142857142,0.07142857142857142,0.2796668184652484,0.11186276878473062,0.2202380952380952,0.06728971962616823,0.15934065934065933,0.8406593406593407,0.25304418495459313
Shahbaz Ahmed,133,147,408.90000000000003,447.40000000000003,15,16,110.5263157894737,109.41550501345073,0.12030075187969924,0.11278195488721804,0.4187431885703637,0.17917371345735686,0.3709273182957393,0.21121495327102804,0.2515905147484095,0.7484094852515906,0.35351583362414063
Shakib Al Hasan,99,107,358.0,398.3,12,11,108.08080808080808,111.25698324022346,0.1111111111111111,0.12121212121212122,0.42805058895288756,0.1545784005798502,0.34259259259259256,0.14766355140186915,0.2703962703962704,0.7296037296037297,0.33496110083801545
Shashank Singh,93,137,310.3,434.2,7,19,147.31182795698925,139.92910087012567,0.20430107526881722,0.07526881720430108,0.5729683374858192,0.13152935491664652,0.6299283154121864,0.13644859813084112,0.16790736145574855,0.8320926385442514,0.43158705773507766
Shivam Mavi,42,39,226.9,215.9,6,5,92.85714285714286,95.15204936095196,0.11904761904761904,0.14285714285714285,0.34665127313738103,0.09122976564387533,0.367063492063492,0.0411214953271028,0.31868131868131866,0.6813186813186813,0.27349500324950954
Shubman Gill,62,69,219.4,253.4,11,6,111.29032258064515,115.49680948040108,0.0967741935483871,0.1774193548387097,0.4494799818156107,0.08760570186035274,0.2983870967741935,0.07850467289719626,0.3957816377171216,0.6042183622828784,0.29617502077954827
Sikandar Raza,26,28,76.39999999999999,79.69999999999999,3,3,107.6923076923077,104.31937172774867,0.11538461538461539,0.11538461538461539,0.39298575511112493,0.018506885721188686,0.3557692307692308,0.011214953271028033,0.25739644970414205,0.7426035502958579,0.2714797183548155
T Stubbs,45,89,157.0,326.8,3,13,197.77777777777777,208.15286624203821,0.28888888888888886,0.06666666666666667,0.9177923439214501,0.057453491181444785,0.8907407407407406,0.04672897196261683,0.14871794871794872,0.8512820512820513,0.5613393552015775
TA Boult,24,9,118.7,40.2,1,0,37.5,33.86689132266218,0.0,0.041666666666666664,0.036897133731523896,0.0389466054602561,0.0,0.007476635514018691,0.09294871794871795,0.907051282051282,0.11447727170332841
TG Southee,42,39,150.4,145.5,5,4,92.85714285714286,96.74202127659575,0.09523809523809523,0.11904761904761904,0.35468748285233387,0.054264315051944914,0.2936507936507936,0.0411214953271028,0.26556776556776557,0.7344322344322345,0.26136576455121097
TH David,101,157,332.3,501.9,12,19,155.44554455445544,151.03821847727957,0.18811881188118812,0.1188118811881188,0.6291172530489069,0.14215994201497947,0.58003300330033,0.15140186915887852,0.26504188880426505,0.734958111195735,0.438942066059317
TK Curran,58,82,196.9,306.0,2,10,141.3793103448276,155.4088369730828,0.1724137931034483,0.034482758620689655,0.651207710415322,0.07673351050978497,0.5316091954022988,0.07102803738317758,0.07692307692307693,0.9230769230769231,0.4298093534983227
TL Suman,75,58,209.4,160.8,9,6,77.33333333333333,76.79083094555874,0.08,0.12,0.25384799758492693,0.08277361681565595,0.24666666666666665,0.10280373831775702,0.2676923076923077,0.7323076923076923,0.23519153333707118
TM Dilshan,55,59,134.0,138.8,9,11,107.27272727272728,103.58208955223883,0.2,0.16363636363636364,0.389259303012696,0.046339695578642176,0.6166666666666667,0.06542056074766354,0.365034965034965,0.634965034965035,0.31363526755775717
Tilak Varma,80,120,236.1,345.3,9,18,150.0,146.25158831003813,0.225,0.1125,0.6049241440553454,0.09567528388499637,0.69375,0.11214953271028039,0.25096153846153846,0.7490384615384615,0.4314310474510082
UT Yadav,144,162,664.8,696.7,15,20,112.5,104.79843561973527,0.1388888888888889,0.10416666666666667,0.39540709215801667,0.30282676975114764,0.4282407407407407,0.23177570093457944,0.23237179487179488,0.7676282051282051,0.38986446145721126
V Kohli,334,399,966.6,1166.7,47,45,119.46107784431138,120.70142768466792,0.1347305389221557,0.1407185628742515,0.4757857315991308,0.4486590964000966,0.41541916167664666,0.5869158878504673,0.31391064025794563,0.6860893597420543,0.4976489735629924
V Sehwag,37,31,72.3,55.0,14,5,83.78378378378379,76.0719225449516,0.13513513513513514,0.3783783783783784,0.25021441222642016,0.016525730852863005,0.41666666666666663,0.03177570093457943,0.8440748440748441,0.15592515592515588,0.1745653477251653
V Shankar,105,130,339.1,456.70000000000005,18,13,123.80952380952381,134.6800353877912,0.12380952380952381,0.17142857142857143,0.5464379374148975,0.14544575984537328,0.3817460317460317,0.15887850467289721,0.38241758241758245,0.6175824175824176,0.37046664027763854
VR Aaron,36,25,203.5,133.20000000000002,2,3,69.44444444444444,65.45454545454547,0.08333333333333333,0.05555555555555555,0.19655090529165054,0.07992268663928484,0.2569444444444444,0.029906542056074764,0.12393162393162394,0.8760683760683761,0.2194079740938144
VR Iyer,36,28,70.4,45.6,3,1,77.77777777777779,64.77272727272727,0.027777777777777776,0.08333333333333333,0.1931047853679912,0.015607634694370619,0.08564814814814814,0.029906542056074764,0.1858974358974359,0.8141025641025641,0.17023204349327942
VY Mahesh,22,9,88.7,39.4,2,0,40.909090909090914,44.41939120631341,0.0,0.09090909090909091,0.0902327312019357,0.024450350326165736,0.0,0.003738317757009342,0.2027972027972028,0.7972027972027972,0.11797507088605005
WD Parnell,31,14,125.7,59.9,6,0,45.16129032258064,47.65314240254574,0.0,0.1935483870967742,0.10657710969265904,0.04232906499154385,0.0,0.0205607476635514,0.4317617866004963,0.5682382133995036,0.10779218812979971
WP Saha,157,171,476.40000000000003,494.0,19,14,108.9171974522293,103.69437447523089,0.08917197452229299,0.12101910828025478,0.38982682573439525,0.21179028750906018,0.27494692144373667,0.2560747663551402,0.2699657030867222,0.7300342969132778,0.3420436437454627
Washington Sundar,132,180,487.1,683.2,13,24,136.36363636363635,140.25867378361733,0.18181818181818182,0.09848484848484848,0.574634100901593,0.21696061850688572,0.5606060606060606,0.20934579439252338,0.2196969696969697,0.7803030303030303,0.4488851712223696
Y Nagar,92,122,344.1,445.4,8,16,132.6086956521739,129.43911653589072,0.17391304347826086,0.08695652173913043,0.5199487129333011,0.14786180236772167,0.536231884057971,0.13457943925233645,0.1939799331103679,0.8060200668896321,0.40017120530409517
Y Venugopal Rao,132,180,427.5,590.6,12,24,136.36363636363635,138.15204678362574,0.18181818181818182,0.09090909090909091,0.563986556629555,0.18816139164049286,0.5606060606060606,0.20934579439252338,0.2027972027972028,0.7972027972027972,0.43964870070053474
YK Pathan,318,436,756.4,976.8,36,63,137.1069182389937,129.13802221047064,0.19811320754716982,0.11320754716981132,0.5184268891078292,0.3470886687605702,0.6108490566037735,0.5570093457943925,0.2525399129172714,0.7474600870827286,0.5181463474458805
YS Chahal,67,28,331.40000000000003,133.0,4,0,41.7910447761194,40.132770066385035,0.0,0.05970149253731343,0.0685668224458893,0.14172505436095675,0.0,0.08785046728971962,0.13318025258323765,0.8668197474167624,0.15928919628143462
Yashpal Singh,29,23,68.7,52.699999999999996,2,3,79.3103448275862,76.7103347889374,0.10344827586206896,0.06896551724137931,0.2534411451182311,0.014786180236772167,0.3189655172413793,0.016822429906542057,0.15384615384615385,0.8461538461538461,0.22738452253814675
Yuvraj Singh,172,144,507.90000000000003,402.6,23,18,83.72093023255815,79.26757235676314,0.10465116279069768,0.13372093023255813,0.26636621453851866,0.22701135539985504,0.3226744186046511,0.2841121495327103,0.2983005366726297,0.7016994633273703,0.31116894549178653
Z Khan,83,56,390.2,266.40000000000003,10,4,67.46987951807229,68.27268067657613,0.04819277108433735,0.12048192771084337,0.21079463213141902,0.17013771442377384,0.14859437751004015,0.11775700934579439,0.26876737720111216,0.7312326227988879,0.22938852016020406
