bowler,momentum_balls,momentum_runs,momentum_pressure_exposure,momentum_weighted_runs,momentum_wickets,momentum_dot_balls,momentum_economy_raw,momentum_dot_rate_raw,momentum_wicket_rate_raw,momentum_pressure_exposure_norm,momentum_dot_rate_raw_norm,momentum_wicket_rate_raw_norm,momentum_balls_norm,momentum_eco_temp,momentum_economy_norm,momentum_breaker_score
J Suchith,74,172,185.5,440.5,4,16,13.945945945945944,0.21621621621621623,0.05405405405405406,0.09093809827696235,0.5909909909909911,0.4108108108108109,0.08090614886731393,0.41080275506504993,0.5891972449349501,0.4533133703515701
J Syed Mohammad,26,55,54.2,114.9,1,5,12.692307692307693,0.19230769230769232,0.038461538461538464,0.007147415443522657,0.5256410256410257,0.2923076923076923,0.003236245954692553,0.2949673277542131,0.7050326722457869,0.4376715962976418
J Theron,44,94,124.5,281.1,1,6,12.818181818181817,0.13636363636363635,0.022727272727272728,0.052010210593490744,0.3727272727272727,0.17272727272727276,0.032362459546925564,0.30659802194824537,0.6934019780517546,0.37885523205942845
J Yadav,29,64,78.6,177.9,0,7,13.241379310344827,0.2413793103448276,0.0,0.022718570516911295,0.6597701149425288,0.0,0.008090614886731393,0.3457012179454235,0.6542987820545765,0.39702802099509826
JA Morkel,301,693,847.8,1923.8,9,61,13.813953488372093,0.2026578073089701,0.029900332225913623,0.5135928525845566,0.5539313399778516,0.22724252491694355,0.44822006472491915,0.39860673066925445,0.6013932693307456,0.49060027597456013
JA Richardson,38,93,114.8,276.2,1,6,14.684210526315788,0.15789473684210525,0.02631578947368421,0.045820038289725584,0.43157894736842106,0.2,0.022653721682847898,0.479017962193113,0.520982037806887,0.337085826071773
JC Archer,111,248,358.7,851.0,2,34,13.405405405405403,0.3063063063063063,0.018018018018018018,0.20146777281429484,0.8372372372372372,0.13693693693693695,0.1407766990291262,0.3608571313489344,0.6391428686510656,0.49462114790891176
JD Ryder,45,109,133.8,344.5,0,6,14.533333333333331,0.13333333333333333,0.0,0.05794511805998724,0.36444444444444446,0.0,0.03398058252427185,0.46507699950322867,0.5349230004967713,0.28752673134340695
JD Unadkat,406,917,1149.2,2668.6,13,81,13.551724137931036,0.19950738916256158,0.03201970443349754,0.7059349074664967,0.545320197044335,0.2433497536945813,0.6181229773462784,0.374376895010021,0.625623104989979,0.5363738752277701
JDP Oram,55,146,150.4,394.09999999999997,1,10,15.92727272727273,0.18181818181818182,0.01818181818181818,0.0685386088066369,0.496969696969697,0.13818181818181818,0.05016181229773462,0.5938761685408482,0.40612383145915176,0.30589217099992816
JDS Neesham,35,85,84.60000000000001,208.6,0,6,14.57142857142857,0.17142857142857143,0.0,0.026547543075941298,0.4685714285714286,0.0,0.017799352750809058,0.46859697679369794,0.5314030232063021,0.3075686048477379
JH Kallis,141,301,455.0,958.9,4,26,12.808510638297872,0.18439716312056736,0.028368794326241134,0.26292278238672623,0.5040189125295508,0.21560283687943263,0.18932038834951456,0.30570441069220267,0.6942955893077973,0.4573530688396274
JJ Bumrah,480,948,1486.8,2984.1,24,122,11.850000000000001,0.25416666666666665,0.05,0.9213784301212509,0.6947222222222222,0.38000000000000006,0.7378640776699029,0.21713859910581235,0.7828614008941877,0.6896062966476366
JL Pattinson,37,73,80.3,168.0,2,5,11.837837837837839,0.13513513513513514,0.05405405405405406,0.023803446075303127,0.36936936936936937,0.4108108108108109,0.021035598705501618,0.21601482257219962,0.7839851774278004,0.45338322108231516
JO Holder,174,423,439.5,1073.0,2,26,14.586206896551722,0.14942528735632185,0.011494252873563218,0.2530312699425654,0.4084291187739464,0.08735632183908046,0.24271844660194172,0.46996248522534545,0.5300375147746546,0.35466664588688246
JP Behrendorff,54,126,121.3,283.7,1,14,14.0,0.25925925925925924,0.018518518518518517,0.04996809189534142,0.7086419753086419,0.14074074074074075,0.04854368932038835,0.4157973174366616,0.5842026825633384,0.41963075899405006
JP Duminy,73,158,207.20000000000002,470.9,3,16,12.986301369863014,0.2191780821917808,0.0410958904109589,0.10478621569878752,0.5990867579908675,0.31232876712328766,0.07928802588996764,0.32213216830328895,0.677867831696711,0.4678986081750988
JP Faulkner,181,373,566.9,1197.3,6,38,12.3646408839779,0.20994475138121546,0.03314917127071823,0.3343331206126356,0.5738489871086556,0.2519337016574586,0.25404530744336573,0.26469110999497736,0.7353088900050226,0.5100449414160136
JR Hazlewood,126,286,391.7,915.2,5,30,13.619047619047619,0.23809523809523808,0.03968253968253968,0.2225271218889598,0.6507936507936508,0.30158730158730157,0.1650485436893204,0.3805975445319707,0.6194024554680293,0.4785642989875113
JR Hopes,63,134,158.3,331.8,4,13,12.761904761904763,0.20634920634920634,0.06349206349206349,0.07358008934269306,0.564021164021164,0.48253968253968255,0.06310679611650485,0.3013980554964162,0.6986019445035838,0.4956925966354016
Joginder Sharma,73,174,208.6,520.8,2,14,14.3013698630137,0.1917808219178082,0.0273972602739726,0.10567964262922783,0.5242009132420091,0.20821917808219179,0.07928802588996764,0.44364371312496176,0.5563562868750382,0.38591553118512356
K Gowtham,85,182,184.7,396.4,1,21,12.847058823529412,0.24705882352941178,0.011764705882352941,0.09042756860242501,0.6752941176470588,0.08941176470588236,0.09870550161812297,0.30926624002805303,0.690733759971947,0.44737600536517735
K Rabada,261,586,724.8,1695.3,9,48,13.47126436781609,0.1839080459770115,0.034482758620689655,0.4350989151244416,0.5026819923371647,0.2620689655172414,0.383495145631068,0.3669424602154956,0.6330575397845044,0.481513836187867
KA Jamieson,35,97,85.0,239.6,4,9,16.628571428571426,0.2571428571428571,0.11428571428571428,0.02680280791320996,0.7028571428571428,0.8685714285714285,0.017799352750809058,0.6586757504790288,0.3413242495209712,0.47335227482731324
KA Pollard,273,590,719.5,1628.2,16,48,12.967032967032967,0.17582417582417584,0.05860805860805861,0.4317166560306318,0.48058608058608066,0.44542124542124545,0.40291262135922334,0.3203517793681727,0.6796482206318273,0.5305705741908944
KC Cariappa,35,81,86.9,214.4,1,4,13.885714285714286,0.11428571428571428,0.02857142857142857,0.028015315890236123,0.31238095238095237,0.21714285714285714,0.017799352750809058,0.40523738556525446,0.5947626144347455,0.334272191440075
KH Pandya,321,659,841.1,1797.4,6,60,12.317757009345794,0.18691588785046728,0.018691588785046728,0.5093171665603065,0.5109034267912772,0.14205607476635515,0.48058252427184467,0.2603590679276291,0.7396409320723709,0.5140013669596353
KJ Abbott,28,61,71.2,143.20000000000002,0,5,13.07142857142857,0.17857142857142858,0.0,0.017996171027440975,0.48809523809523814,0.0,0.006472491909385113,0.32999787098147726,0.6700021290185227,0.3589714209739751
KK Ahmed,232,525,591.0,1340.1,12,49,13.577586206896552,0.21120689655172414,0.05172413793103448,0.3497128270580728,0.5772988505747126,0.3931034482758621,0.33656957928802594,0.3767665347654041,0.6232334652345959,0.5097053557655691
KK Cooper,85,177,270.0,569.8,3,11,12.494117647058825,0.12941176470588237,0.03529411764705882,0.1448627951499681,0.35372549019607846,0.26823529411764707,0.09870550161812297,0.2766546857192953,0.7233453142807047,0.4196061210476048
KL Nagarkoti,34,75,96.9,217.10000000000002,1,7,13.23529411764706,0.20588235294117646,0.029411764705882353,0.03439693682195279,0.5627450980392157,0.2235294117647059,0.016181229773462785,0.34513894976768644,0.6548610502323136,0.41965134110359636
KR Sen,44,107,131.3,349.8,1,6,14.59090909090909,0.13636363636363635,0.022727272727272728,0.056349712827058085,0.3727272727272727,0.17272727272727276,0.032362459546925564,0.4703969651808697,0.5296030348191303,0.3219595521513667
KV Sharma,285,640,706.3000000000001,1622.0,15,58,13.473684210526315,0.20350877192982456,0.05263157894736842,0.4232929164007659,0.5562573099415205,0.4,0.4223300970873787,0.36716605223939114,0.6328339477606089,0.5251185105504077
KW Richardson,37,77,102.4,234.4,0,10,12.486486486486488,0.2702702702702703,0.0,0.037906828334396944,0.7387387387387387,0.0,0.021035598705501618,0.2759495710315383,0.7240504289684617,0.44399657752763616
Karanveer Singh,31,67,130.6,295.09999999999997,4,9,12.96774193548387,0.2903225806451613,0.12903225806451613,0.0559029993618379,0.7935483870967742,0.9806451612903226,0.011326860841423946,0.32041728763040234,0.6795827123695977,0.6390930643819435
Kartik Tyagi,79,186,193.1,428.3,0,13,14.126582278481013,0.16455696202531644,0.0,0.095788130185067,0.44978902953586497,0.0,0.0889967637540453,0.42749344450942295,0.572506555490577,0.33130304119957943
Kuldeep Yadav,206,473,472.9,1100.3,8,42,13.776699029126213,0.20388349514563106,0.038834951456310676,0.27434588385449904,0.5572815533980583,0.29514563106796116,0.2944983818770227,0.39516444084325664,0.6048355591567434,0.46692638684111915
L Balaji,206,482,616.3,1496.1,10,35,14.038834951456309,0.16990291262135923,0.04854368932038835,0.36585832801531587,0.4644012944983819,0.36893203883495146,0.2944983818770227,0.41938564380073196,0.580614356199268,0.45913742705056343
L Ngidi,54,116,151.0,322.0,3,10,12.88888888888889,0.18518518518518517,0.05555555555555555,0.06892150606253988,0.5061728395061729,0.4222222222222222,0.04854368932038835,0.31313131313131315,0.6868686868686869,0.46313821426332086
LE Plunkett,38,85,100.10000000000001,226.70000000000002,0,8,13.421052631578949,0.21052631578947367,0.0,0.03643905552010211,0.5754385964912281,0.0,0.022653721682847898,0.3623029257196644,0.6376970742803356,0.3729629028412194
LH Ferguson,174,413,528.4,1290.9,5,31,14.241379310344826,0.1781609195402299,0.028735632183908046,0.30976388002552646,0.4869731800766284,0.21839080459770116,0.24271844660194172,0.43810062182023723,0.5618993781797628,0.4173344709643611
LR Shukla,49,108,127.9,290.90000000000003,2,8,13.224489795918366,0.16326530612244897,0.04081632653061224,0.05417996171027441,0.44625850340136053,0.31020408163265306,0.040453074433656956,0.34414063688068364,0.6558593631193164,0.4126195228830246
LS Livingstone,52,116,108.9,251.4,1,9,13.384615384615385,0.17307692307692307,0.019230769230769232,0.042054881940012764,0.47307692307692306,0.14615384615384616,0.04530744336569579,0.35893614582139177,0.6410638541786082,0.38060858149308374
M Ashwin,150,333,408.90000000000003,897.7,4,27,13.32,0.18,0.02666666666666667,0.23350350989151247,0.492,0.2026666666666667,0.20388349514563106,0.3529657228017884,0.6470342771982116,0.4337340308564217
M Jansen,59,166,177.5,513.2,2,10,16.88135593220339,0.1694915254237288,0.03389830508474576,0.08583280153158902,0.4632768361581921,0.2576271186440678,0.05663430420711974,0.682032887923413,0.317967112076587,0.29287983256903793
M Kartik,157,335,429.8,918.4,1,27,12.802547770700638,0.17197452229299362,0.006369426751592357,0.2468410976388003,0.47006369426751593,0.048407643312101914,0.21521035598705504,0.30515344528083377,0.6948465547191662,0.41659889174359305
M Markande,156,355,333.7,751.8,6,23,13.653846153846153,0.14743589743589744,0.038461538461538464,0.1855137204850032,0.402991452991453,0.2923076923076923,0.21359223300970873,0.38381290840307214,0.6161870915969279,0.4147854791177977
M Morkel,208,403,604.9,1209.6,8,56,11.625,0.2692307692307692,0.038461538461538464,0.35858328015315893,0.7358974358974358,0.2923076923076923,0.2977346278317152,0.19634873323397906,0.8036512667660209,0.5893456316024921
M Muralitharan,253,475,652.4,1290.5,7,65,11.264822134387352,0.25691699604743085,0.02766798418972332,0.388895979578813,0.702239789196311,0.21027667984189724,0.3705501618122978,0.16306851316246762,0.8369314868375324,0.5864859177997045
M Ntini,26,54,84.6,176.1,0,7,12.461538461538463,0.2692307692307692,0.0,0.026547543075941284,0.7358974358974358,0.0,0.003236245954692553,0.2736443883984869,0.7263556116015131,0.44117720193795196
M Pathirana,92,163,281.9,506.8,7,22,10.630434782608695,0.2391304347826087,0.07608695652173914,0.15245692405871092,0.6536231884057971,0.5782608695652175,0.11003236245954692,0.104451500032398,0.895548499967602,0.6187488746549792
M Prasidh Krishna,205,437,579.9,1333.8,8,52,12.790243902439025,0.25365853658536586,0.03902439024390244,0.3426292278238673,0.6933333333333334,0.2965853658536586,0.2928802588996764,0.30401657518810654,0.6959834248118935,0.539795553860582
M Theekshana,104,212,222.3,437.2,2,13,12.23076923076923,0.125,0.019230769230769232,0.11442246330567965,0.3416666666666667,0.14615384615384616,0.12944983818770225,0.2523214490427603,0.7476785509572397,0.400722158881808
M de Lange,30,75,92.0,236.9,1,5,15.0,0.16666666666666666,0.03333333333333333,0.031269942565411615,0.45555555555555555,0.25333333333333335,0.009708737864077666,0.5081967213114753,0.4918032786885247,0.3407845711394881
MA Starc,149,343,415.5,957.6,7,30,13.812080536912752,0.20134228187919462,0.04697986577181208,0.23771537970644546,0.5503355704697986,0.35704697986577183,0.2022653721682848,0.39843367107092487,0.6015663289290751,0.4635395789032533
MC Henriques,203,432,501.7,1080.9,6,33,12.768472906403941,0.1625615763546798,0.029556650246305417,0.292724952137843,0.44433497536945815,0.2246305418719212,0.2896440129449839,0.30200494813270384,0.6979950518672962,0.45854501687858507
MF Maharoof,51,112,132.79999999999998,286.0,1,9,13.176470588235295,0.17647058823529413,0.0196078431372549,0.057306955966815565,0.48235294117647065,0.14901960784313725,0.043689320388349516,0.33970369071622697,0.660296309283773,0.39159549274758215
MG Johnson,179,393,468.2,1044.6,9,44,13.1731843575419,0.24581005586592178,0.05027932960893855,0.2713465220165922,0.6718808193668528,0.382122905027933,0.25080906148867316,0.3394000449591621,0.6605999550408379,0.5278203284621196
MJ Henry,30,77,60.099999999999994,156.29999999999998,0,5,15.400000000000002,0.16666666666666666,0.0,0.010912571793235477,0.45555555555555555,0.0,0.009708737864077666,0.5451564828614011,0.45484351713859894,0.2751462508531298
MJ McClenaghan,157,335,407.09999999999997,875.2,9,37,12.802547770700638,0.2356687898089172,0.05732484076433121,0.23235481812380343,0.6441613588110403,0.4356687898089172,0.21521035598705504,0.30515344528083377,0.6948465547191662,0.5361269092273376
MJ Santner,57,102,131.1,232.4,1,9,10.736842105263158,0.15789473684210525,0.017543859649122806,0.05622208040842373,0.43157894736842106,0.13333333333333333,0.05339805825242718,0.11428347321358534,0.8857165267864147,0.4555242017501021
MK Lomror,24,38,64.4,107.80000000000001,1,5,9.5,0.20833333333333334,0.041666666666666664,0.013656668793873648,0.5694444444444445,0.31666666666666665,0.0,0.0,1.0,0.5570601113238318
MM Ali,117,281,284.2,676.6,3,25,14.410256410256409,0.21367521367521367,0.02564102564102564,0.15392469687300575,0.584045584045584,0.19487179487179487,0.15048543689320387,0.4537047651801749,0.5462952348198251,0.4066301005493147
MM Patel,179,402,474.7,1067.6,4,37,13.47486033519553,0.20670391061452514,0.0223463687150838,0.275494575622208,0.5649906890130354,0.1698324022346369,0.25080906148867316,0.3672747254577091,0.6327252745422909,0.4492983625010762
MM Sharma,394,883,1083.8,2532.4,21,71,13.446700507614212,0.1802030456852792,0.0532994923857868,0.6641991065730696,0.4925549915397632,0.40507614213197973,0.598705501618123,0.3646727741759779,0.6353272258240221,0.5528089661688638
MP Stoinis,179,430,527.7,1279.8,11,31,14.41340782122905,0.17318435754189945,0.061452513966480445,0.3093171665603064,0.47337057728119186,0.4670391061452514,0.25080906148867316,0.45399595367541146,0.5460040463245885,0.45886450456785216
MR Marsh,57,120,171.2,391.0,0,7,12.631578947368421,0.12280701754385964,0.0,0.08181238034460753,0.335672514619883,0.0,0.05339805825242718,0.2893560279237586,0.7106439720762414,0.3461645627413587
MS Gony,171,429,446.7,1170.6,3,38,15.052631578947366,0.2222222222222222,0.017543859649122806,0.2576260370134014,0.6074074074074074,0.13333333333333333,0.2378640776699029,0.5130598478312021,0.48694015216879794,0.39849658324592824
Mayank Dagar,35,71,97.10000000000001,195.7,2,8,12.17142857142857,0.22857142857142856,0.05714285714285714,0.03452456924058711,0.6247619047619047,0.4342857142857143,0.017799352750809058,0.24683840749414498,0.753161592505855,0.5118865686238079
Mohammad Asif,46,111,104.3,254.29999999999998,0,7,14.478260869565219,0.15217391304347827,0.0,0.0391193363114231,0.4159420289855073,0.0,0.03559870550161812,0.4599883366811379,0.5400116633188621,0.30046139358928264
Mohammad Nabi,64,127,172.9,363.0,1,11,11.90625,0.171875,0.015625,0.08289725590299937,0.46979166666666666,0.11875000000000001,0.06472491909385114,0.2223360655737705,0.7776639344262295,0.428142511215532
Mohammed Shami,378,848,1112.8,2535.8,12,86,13.460317460317459,0.2275132275132275,0.031746031746031744,0.6827058072750479,0.6218694885361552,0.24126984126984127,0.5728155339805826,0.36593097248834927,0.6340690275116507,0.5511976341426479
Mohammed Siraj,441,983,1232.8,2741.0,14,96,13.374149659863946,0.21768707482993196,0.031746031746031744,0.7592852584556478,0.5950113378684807,0.24126984126984127,0.6747572815533981,0.3579691190932408,0.6420308809067592,0.5651218650393588
Mohsin Khan,87,193,220.0,494.8,2,20,13.310344827586206,0.22988505747126436,0.022988505747126436,0.11295469049138482,0.6283524904214559,0.17471264367816092,0.10194174757281552,0.35207359062644517,0.6479264093735548,0.44029453842816035
Mujeeb Ur Rahman,49,107,121.6,293.8,2,13,13.10204081632653,0.2653061224489796,0.04081632653061224,0.05015954052329291,0.725170068027211,0.31020408163265306,0.040453074433656956,0.3328264241613188,0.6671735758386812,0.4859053463725667
Mukesh Choudhary,68,176,192.9,493.1,1,13,15.529411764705884,0.19117647058823528,0.014705882352941176,0.09566049776643268,0.5225490196078432,0.11176470588235295,0.07119741100323626,0.5571140527746121,0.4428859472253879,0.324686068484284
Mukesh Kumar,99,241,260.59999999999997,657.1999999999999,8,24,14.606060606060606,0.24242424242424243,0.08080808080808081,0.13886407147415442,0.6626262626262627,0.6141414141414142,0.12135922330097088,0.4717969561486699,0.5282030438513301,0.4993782433103266
Mustafizur Rahman,244,535,746.7,1759.8,6,52,13.155737704918032,0.21311475409836064,0.02459016393442623,0.4490746649649011,0.5825136612021857,0.18688524590163935,0.3559870550161813,0.3377879846571057,0.6622120153428943,0.49528584184899554
N Burger,26,59,48.0,121.7,1,5,13.615384615384615,0.19230769230769232,0.038461538461538464,0.00319081046585833,0.5256410256410257,0.2923076923076923,0.003236245954692553,0.38025908517711793,0.6197409148228821,0.4074238207018587
N Rana,41,88,107.5,222.9,1,7,12.878048780487806,0.17073170731707318,0.024390243902439025,0.041161455009572426,0.46666666666666673,0.1853658536585366,0.02750809061488673,0.3121296935771145,0.6878703064228855,0.40136139920882985
NLTC Perera,124,286,370.7,875.6,3,18,13.838709677419356,0.14516129032258066,0.024193548387096774,0.20912571793235482,0.3967741935483871,0.18387096774193548,0.16181229773462782,0.40089418777943364,0.5991058122205664,0.38274857777938026
NM Coulter-Nile,134,293,395.2,845.4,4,30,13.119402985074629,0.22388059701492538,0.029850746268656716,0.22476068921506065,0.6119402985074627,0.22686567164179106,0.1779935275080906,0.3344306782036168,0.6655693217963832,0.4715828932562731
NT Ellis,105,195,272.0,517.4,4,21,11.142857142857142,0.2,0.0380952380952381,0.14613911933631143,0.5466666666666667,0.28952380952380957,0.13106796116504854,0.15179902065147965,0.8482009793485203,0.5191624793935468
Navdeep Saini,155,340,434.0,961.5,6,39,13.161290322580644,0.25161290322580643,0.03870967741935484,0.2495213784301213,0.687741935483871,0.2941935483870968,0.21197411003236247,0.33830104321907584,0.6616989567809242,0.508518377267959
Naveen-ul-Haq,110,229,297.6,638.3,6,32,12.490909090909092,0.2909090909090909,0.05454545454545454,0.1624760689215061,0.7951515151515152,0.41454545454545455,0.13915857605177992,0.27635821704376107,0.7236417829562389,0.5651350582289819
Nithish Kumar Reddy,40,93,87.7,230.7,1,7,13.950000000000001,0.175,0.025,0.028525845564773455,0.47833333333333333,0.19000000000000003,0.025889967637540458,0.411177347242921,0.588822652757079,0.3691128431185424
Noor Ahmad,103,212,251.9,492.7,3,20,12.349514563106796,0.1941747572815534,0.02912621359223301,0.13331206126356096,0.5307443365695793,0.2213592233009709,0.127831715210356,0.2632934469636681,0.7367065530363319,0.46091960001269683
OC McCoy,60,137,184.0,414.3,2,9,13.7,0.15,0.03333333333333333,0.08998085513720486,0.41,0.25333333333333335,0.058252427184466014,0.3880774962742175,0.6119225037257825,0.38216287120285763
OF Smith,33,86,84.0,242.8,2,10,15.636363636363637,0.30303030303030304,0.06060606060606061,0.02616464582003829,0.8282828282828283,0.46060606060606063,0.014563106796116505,0.566996341959084,0.433003658040916,0.45481597476785524
P Amarnath,42,115,93.5,252.9,0,1,16.42857142857143,0.023809523809523808,0.0,0.03222718570516911,0.06507936507936508,0.0,0.029126213592233004,0.6401958697040666,0.3598041302959334,0.14833662680315815
P Awana,121,316,372.8,1019.8,6,21,15.669421487603307,0.17355371900826447,0.049586776859504134,0.21046585832801534,0.4743801652892562,0.37685950413223146,0.156957928802589,0.570050867707012,0.42994913229298803,0.3811915171643666
P Kumar,336,734,1020.3,2250.6,10,68,13.107142857142856,0.20238095238095238,0.02976190476190476,0.6236758136566689,0.5531746031746032,0.2261904761904762,0.5048543689320388,0.33329784969129217,0.6667021503087078,0.5297305168986646
P Negi,126,274,341.8,746.2,5,27,13.047619047619047,0.21428571428571427,0.03968253968253968,0.1906828334396937,0.5857142857142857,0.30158730158730157,0.1650485436893204,0.32779788517493436,0.6722021148250656,0.47758990964770615
P Parameswaran,25,82,70.8,211.2,1,2,19.68,0.08,0.04,0.017740906190172306,0.21866666666666668,0.30400000000000005,0.00161812297734628,0.9406259314456034,0.05937406855439664,0.13818349357745738
P Suyal,25,59,69.7,167.6,0,3,14.16,0.12,0.0,0.017038927887683474,0.328,0.0,0.00161812297734628,0.43058122205663185,0.5694187779433681,0.28316227736668187
PJ Cummins,231,472,630.3,1314.1,13,61,12.25974025974026,0.26406926406926406,0.05627705627705628,0.3747925973197192,0.7217893217893218,0.42770562770562776,0.33495145631067963,0.25499835484932354,0.7450016451506765,0.5977134371542326
