bowler,set_batter_balls,set_batter_runs,set_batter_pressure_exposure,set_batter_weighted_runs,set_batter_wickets,set_batter_weighted_wickets,set_batter_dot_balls,set_batter_economy_raw,set_batter_dot_rate_raw,set_batter_wicket_rate_raw,set_batter_pressure_exposure_norm,set_batter_dot_rate_raw_norm,set_batter_wicket_rate_raw_norm,set_batter_balls_norm,set_batter_eco_temp,set_batter_economy_norm,set_batter_control_score
J Suchith,103,174,245.5,452.6,3,6.5,24,10.135922330097086,0.23300970873786409,0.02912621359223301,0.06951632721450647,0.404427857904484,0.16893203883495145,0.0728110599078341,0.5951731672869716,0.40482683271302844,0.2908155024049053
J Syed Mohammad,32,50,69.0,111.3,4,7.5,10,9.375,0.3125,0.125,0.003797892541981606,0.5709898843930635,0.725,0.007373271889400922,0.5139524245196705,0.4860475754803295,0.4589812389595195
J Theron,53,90,155.6,284.0,3,6.300000000000001,12,10.18867924528302,0.22641509433962265,0.05660377358490566,0.0360427449082176,0.39060966299487404,0.3283018867924528,0.026728110599078342,0.6008044330128259,0.39919556698717407,0.3093083271034496
J Yadav,65,70,176.0,199.70000000000002,1,2.7,25,6.461538461538462,0.38461538461538464,0.015384615384615385,0.04363852999218082,0.7220987105380169,0.08923076923076924,0.03778801843317972,0.20296994862411138,0.7970300513758886,0.48547400430475507
JA Morkel,286,439,893.0,1480.3,16,43.6,79,9.20979020979021,0.2762237762237762,0.055944055944055944,0.31060803514912316,0.4949775657868143,0.32447552447552447,0.24147465437788018,0.49631795468940926,0.5036820453105908,0.42013648115321556
JA Richardson,26,59,93.6,198.79999999999998,2,8.3,5,13.615384615384615,0.19230769230769232,0.07692307692307693,0.012957515731466654,0.3191418408181414,0.4461538461538462,0.0018433179723502321,0.9665704834963753,0.03342951650362469,0.1821966435819549
JC Archer,131,212,401.7,759.4,2,6.300000000000001,35,9.709923664122137,0.26717557251908397,0.015267175572519083,0.12767621104367577,0.47601817941137536,0.08854961832061069,0.09861751152073733,0.5497021294427409,0.4502978705572591,0.316948095468448
JD Ryder,83,136,211.70000000000002,379.90000000000003,5,8.7,21,9.831325301204819,0.25301204819277107,0.060240963855421686,0.056931153889116445,0.4463402743923671,0.3493975903614458,0.054377880184331796,0.5626605231539148,0.4373394768460852,0.3456643069738556
JD Unadkat,364,615,1106.9,2049.0,19,57.0,87,10.137362637362637,0.23901098901098902,0.0521978021978022,0.39025207580891397,0.4170027948929683,0.3027472527472527,0.3133640552995392,0.5953269054824406,0.4046730945175594,0.3767973454646837
JDP Oram,36,58,112.3,187.5,1,4.2,7,9.666666666666668,0.19444444444444445,0.027777777777777776,0.019920318725099598,0.32361913937058445,0.1611111111111111,0.011059907834101386,0.5450848836027244,0.45491511639727555,0.27544532045983483
JDS Neesham,45,88,107.60000000000001,223.3,2,4.0,9,11.733333333333333,0.2,0.044444444444444446,0.01817030941653945,0.3352601156069364,0.2577777777777778,0.01935483870967742,0.7656805936769338,0.23431940632306625,0.2211348914829845
JH Kallis,277,358,769.6,1044.6000000000001,19,53.4,96,7.754512635379061,0.34657039711191334,0.06859205776173286,0.26466098223926726,0.6423801673587779,0.39783393501805053,0.23317972350230415,0.3409818305528122,0.6590181694471877,0.5206022587239774
JJ Bumrah,597,799,1872.0,2742.7,29,83.8,181,8.030150753768844,0.30318257956448913,0.048576214405360134,0.6751312506981421,0.5514663878157647,0.2817420435510888,0.528110599078341,0.37040340464138305,0.6295965953586169,0.5348979990173232
JL Pattinson,52,82,119.2,215.9,4,4.6,11,9.461538461538462,0.21153846153846154,0.07692307692307693,0.022489481327028334,0.35943752779012894,0.4461538461538462,0.02580645161290323,0.5231895277640932,0.4768104722359068,0.35080340975486196
JO Holder,186,302,506.3,863.8000000000001,7,21.6,48,9.741935483870968,0.25806451612903225,0.03763440860215054,0.16662322671929108,0.4569270930449375,0.21827956989247313,0.14930875576036867,0.5531190665918995,0.44688093340810053,0.34588921218053015
JP Behrendorff,24,35,72.3,116.3,2,5.2,8,8.75,0.3333333333333333,0.08333333333333333,0.005026622482034476,0.6146435452793834,0.4833333333333333,0.0,0.44724001219884096,0.5527599878011591,0.4442962109651217
JP Duminy,141,201,378.20000000000005,578.0,7,18.900000000000002,37,8.553191489361701,0.2624113475177305,0.04964539007092199,0.11892616450087502,0.4660353380068052,0.28794326241134754,0.10783410138248847,0.42623269938292013,0.5737673006170798,0.39759206878828507
JP Faulkner,212,299,616.6,938.0,15,38.1,65,8.462264150943398,0.30660377358490565,0.07075471698113207,0.20769259410954316,0.558635074708256,0.410377358490566,0.17327188940092167,0.41652712803604414,0.5834728719639559,0.46404619391360824
JR Hazlewood,112,185,380.4,706.1,4,11.7,36,9.910714285714285,0.32142857142857145,0.03571428571428571,0.11974531779424359,0.5896985962014863,0.20714285714285713,0.08110599078341013,0.5711344922232386,0.42886550777676136,0.35904127905857486
JR Hopes,82,139,213.0,373.2,1,4.6,21,10.170731707317072,0.25609756097560976,0.012195121951219513,0.057415199017016055,0.45280558296912443,0.07073170731707316,0.05345622119815668,0.5988887153281413,0.40111128467185875,0.27882382886236357
JW Hastings,25,36,68.4,83.6,1,3.7,10,8.64,0.4,0.04,0.003574487098335629,0.7543352601156069,0.23199999999999998,0.0009216589861751161,0.4354986276303751,0.5645013723696248,0.4330089099667215
Joginder Sharma,86,151,257.3,466.3,4,9.3,20,10.534883720930232,0.23255813953488372,0.046511627906976744,0.07390996760621069,0.40348165075951065,0.2697674418604651,0.05714285714285714,0.6377582501755354,0.36224174982446455,0.29471379597544006
K Goel,24,26,64.80000000000001,70.2,0,0.0,9,6.5,0.375,0.0,0.0022340544364597703,0.7019508670520231,0.0,0.0,0.2070753278438548,0.7929246721561451,0.45323475746130254
K Gowtham,77,97,186.9,243.50000000000003,5,12.100000000000001,27,7.558441558441559,0.35064935064935066,0.06493506493506493,0.04769706221841606,0.6509271075745064,0.3766233766233766,0.04884792626728111,0.32005323130666213,0.6799467686933378,0.48569232010953983
K Kartikeya,38,60,118.0,206.2,1,2.7,10,9.473684210526315,0.2631578947368421,0.02631578947368421,0.02204267043973638,0.46759963492546386,0.1526315789473684,0.012903225806451611,0.5244859633071699,0.4755140366928301,0.317350726987949
K Rabada,310,452,914.5,1423.1,27,73.4,108,8.748387096774193,0.34838709677419355,0.08709677419354839,0.3186133968797707,0.6461868357262726,0.5051612903225806,0.26359447004608294,0.44706785113478725,0.5529321488652128,0.5143260057914941
KA Pollard,436,663,1180.6000000000001,1914.7,17,47.0,92,9.123853211009175,0.21100917431192662,0.0389908256880734,0.41769371113676146,0.3583284721853954,0.2261467889908257,0.3797235023041475,0.4871450514953372,0.5128549485046627,0.3940524291652368
KC Cariappa,45,83,105.4,209.9,1,2.5,8,11.066666666666666,0.17777777777777778,0.022222222222222223,0.01735115612317087,0.28869621066152856,0.1288888888888889,0.01935483870967742,0.6945206872013825,0.3054793127986175,0.2085401894059609
KH Pandya,518,747,1293.3,2046.0,19,39.5,134,8.652509652509652,0.25868725868725867,0.03667953667953668,0.4596567003015974,0.45823197268283966,0.21274131274131275,0.4552995391705069,0.43683390618431767,0.5631660938156824,0.44571001250167175
KK Ahmed,160,264,520.4,859.8000000000001,7,28.0,39,9.899999999999999,0.24375,0.04375,0.17187325464497155,0.42693280346820806,0.25375,0.12534562211981568,0.5699908508691671,0.4300091491308329,0.33770829073932224
KK Cooper,108,147,329.8,445.5,9,33.0,30,8.166666666666668,0.2777777777777778,0.08333333333333333,0.10090479204676622,0.49823378291586384,0.4833333333333333,0.07741935483870968,0.3849750940327336,0.6150249059672663,0.4543162441727235
KL Nagarkoti,43,62,106.2,158.70000000000002,1,3.7,8,8.651162790697674,0.18604651162790697,0.023255813953488372,0.01764903004803217,0.3060223148272617,0.13488372093023254,0.017511520737327188,0.4366901423434539,0.5633098576565461,0.304156828151189
KM Asif,32,54,75.2,150.5,2,4.800000000000001,9,10.125,0.28125,0.0625,0.006106415459656699,0.5055093930635838,0.3625,0.007373271889400922,0.594007319304666,0.405992680695334,0.3423227552441686
KMA Paul,56,79,195.1,351.8,1,2.7,17,8.464285714285715,0.30357142857142855,0.017857142857142856,0.050750269948244414,0.5522811725846407,0.10357142857142856,0.029493087557603687,0.41674290942360476,0.5832570905763952,0.37094889631276895
KP Appanna,42,48,83.0,97.9,5,9.3,14,6.857142857142857,0.3333333333333333,0.11904761904761904,0.0090106862270544,0.6146435452793834,0.6904761904761905,0.016589861751152075,0.24519670631290008,0.7548032936870999,0.5584973320033895
KR Sen,66,105,164.5,295.2,5,13.600000000000001,23,9.545454545454545,0.3484848484848485,0.07575757575757576,0.03935659232229959,0.646391662287616,0.4393939393939394,0.03870967741935484,0.5321467187889877,0.46785328121101233,0.42103197884871163
KV Sharma,362,558,938.5,1491.2,27,69.8,106,9.248618784530386,0.292817679558011,0.07458563535911603,0.3275496146256098,0.529748027975601,0.4325966850828729,0.31152073732718893,0.500462511310044,0.49953748868995596,0.45770150024723927
KW Richardson,35,53,123.7,195.4,4,13.4,11,9.085714285714285,0.3142857142857143,0.11428571428571428,0.02416502215437316,0.5747316267547481,0.6628571428571428,0.010138248847926266,0.48307410795974365,0.5169258920402564,0.46060872457443525
Karanveer Singh,35,58,128.1,262.2,4,14.799999999999999,12,9.942857142857143,0.34285714285714286,0.11428571428571428,0.025803328741110326,0.634599504541701,0.6628571428571428,0.010138248847926266,0.5745654162854528,0.42543458371454723,0.443717566765849
Kartik Tyagi,61,117,189.6,363.8,3,8.9,13,11.508196721311474,0.21311475409836064,0.04918032786885246,0.04870238671482295,0.3627404529517672,0.28524590163934427,0.034101382488479264,0.741649543293387,0.25835045670661305,0.24643733033345544
Kuldeep Yadav,351,492,808.5,1189.5,16,38.0,93,8.410256410256409,0.26495726495726496,0.045584045584045586,0.2791451018356481,0.4713699916012054,0.2643874643874644,0.3013824884792627,0.4109758290911079,0.5890241709088921,0.43493120962739756
L Balaji,257,397,736.4,1262.3,21,57.3,69,9.268482490272374,0.26848249027237353,0.08171206225680934,0.2522992143575232,0.47875666314297916,0.47392996108949415,0.21474654377880184,0.5025827604743307,0.4974172395256693,0.4352757676512604
L Ngidi,39,75,133.9,264.8,2,4.5,7,11.538461538461538,0.1794871794871795,0.05128205128205128,0.02796291469635477,0.292278049503483,0.29743589743589743,0.01382488479262673,0.7448800056302343,0.25511999436976573,0.2260274698413664
LE Plunkett,47,71,130.9,219.4,1,2.8,9,9.063829787234043,0.19148936170212766,0.02127659574468085,0.026845887478124886,0.317427130734227,0.12340425531914893,0.021198156682027652,0.48073815966206607,0.5192618403379339,0.2905836822816786
LH Ferguson,236,374,662.4,1133.9,15,37.9,75,9.508474576271187,0.3177966101694915,0.0635593220338983,0.2247458763078527,0.5820882727539923,0.36864406779661013,0.19539170506912443,0.5281994820661529,0.47180051793384714,0.42639482116236427
LJ Wright,25,53,78.7,198.5,0,0.0,1,12.72,0.04,0.0,0.007409613880924898,0.0,0.0,0.0009216589861751161,0.8709972552607501,0.12900274473924989,0.045984087945447456
LR Shukla,70,94,189.20000000000002,269.20000000000005,3,9.0,23,8.057142857142857,0.32857142857142857,0.04285714285714286,0.048553449752392314,0.6046655656482246,0.24857142857142855,0.0423963133640553,0.37328453796889277,0.6267154620311073,0.4293260651488741
LS Livingstone,74,116,162.20000000000002,266.5,4,8.3,20,9.405405405405405,0.2702702702702703,0.05405405405405406,0.038500204788323354,0.4825027339478206,0.31351351351351353,0.04608294930875576,0.5171978932271704,0.48280210677282964,0.3607674389698561
Lalit Yadav,30,41,79.80000000000001,115.50000000000001,3,6.9,10,8.2,0.3333333333333333,0.1,0.007819190527609193,0.6146435452793834,0.58,0.0055299539170506895,0.38853308935651093,0.6114669106434891,0.485009219489533
M Ashwin,321,427,842.9000000000001,1166.4,14,34.7,98,7.981308411214954,0.3052959501557632,0.04361370716510903,0.29195368060468413,0.5558946932454576,0.25295950155763236,0.27373271889400924,0.36518997984911056,0.6348100201508895,0.46831772062557153
M Jansen,59,111,166.8,326.9,2,5.7,11,11.288135593220339,0.1864406779661017,0.03389830508474576,0.04021297985627584,0.30684824140295874,0.1966101694915254,0.03225806451612903,0.7181602493525827,0.2818397506474173,0.22192511141288132
M Kartik,356,462,952.7,1277.4,13,31.1,97,7.786516853932584,0.27247191011235955,0.03651685393258427,0.3328368767918979,0.48711599662271865,0.21179775280898874,0.30599078341013825,0.3443979563514498,0.6556020436485501,0.45748203101467355
M Markande,190,283,428.5,660.4,12,27.400000000000002,49,8.936842105263157,0.2578947368421053,0.06315789473684211,0.13765498752652944,0.45657134164892,0.3663157894736842,0.15299539170506912,0.46718351230317307,0.5328164876968269,0.4029568019240161
M Morkel,205,299,672.6,1033.3,14,43.300000000000004,70,8.75121951219512,0.34146341463414637,0.06829268292682927,0.22854376884983435,0.6316791202594108,0.3960975609756098,0.16682027649769585,0.4473701827594669,0.5526298172405331,0.4700961328289142
M Muralitharan,438,542,1102.3,1509.9,19,41.4,154,7.424657534246576,0.3515981735159817,0.04337899543378995,0.38853930074096144,0.6529152479742392,0.25159817351598174,0.3815668202764977,0.30577314333220534,0.6942268566677947,0.5335384586322303
M Pathirana,166,200,438.0,561.6,13,29.2,58,7.2289156626506035,0.3493975903614458,0.0783132530120482,0.14119224038425737,0.6483041994567866,0.4542168674698795,0.13087557603686636,0.2848796834180271,0.7151203165819728,0.5304183158039754
M Prasidh Krishna,200,324,640.8000000000001,1157.8,13,39.1,58,9.72,0.29,0.065,0.21670328033659758,0.5238439306358381,0.377,0.1622119815668203,0.5507776761207686,0.44922232387923144,0.4014803222070324
M Theekshana,120,166,303.8,430.7,6,11.3,28,8.3,0.23333333333333334,0.05,0.09122388948877388,0.40510597302504814,0.29,0.08847926267281106,0.3992070753278438,0.6007929246721562,0.3875243321076752
MA Starc,80,142,266.0,495.70000000000005,5,16.8,23,10.649999999999999,0.2875,0.0625,0.07714934653907735,0.5186054913294798,0.3625,0.05161290322580645,0.6500457456541626,0.3499542543458374,0.3375115868299014
MC Henriques,259,383,683.8000000000001,1061.6000000000001,15,37.1,69,8.872586872586872,0.26640926640926643,0.05791505791505792,0.2327140037978926,0.474412480192827,0.3359073359073359,0.21658986175115208,0.4603249177814593,0.5396750822185408,0.4196012525610676
MF Maharoof,43,59,118.60000000000001,166.3,3,5.0,11,8.232558139534884,0.2558139534883721,0.06976744186046512,0.022266075883382364,0.45221131872563514,0.4046511627906977,0.017511520737327188,0.39200834060299145,0.6079916593970085,0.4107579026905722
MG Johnson,175,271,505.90000000000003,800.0,13,44.1,60,9.291428571428572,0.34285714285714286,0.07428571428571429,0.16647428975686046,0.634599504541701,0.4308571428571429,0.1391705069124424,0.5050320219579139,0.49496797804208614,0.44862457668851424
MJ McClenaghan,179,257,510.40000000000003,781.0,9,21.2,56,8.614525139664805,0.3128491620111732,0.05027932960893855,0.16814983058420524,0.5717215099945102,0.2916201117318436,0.14285714285714288,0.43277944461197965,0.5672205553880203,0.43088229157493824
MJ Santner,57,65,150.3,184.3,3,6.9,18,6.842105263157895,0.3157894736842105,0.05263157894736842,0.034069330156011476,0.5778825676909035,0.3052631578947368,0.0304147465437788,0.2435915956405193,0.7564084043594808,0.47671462269747045
MK Lomror,34,47,85.2,119.7,0,0.0,6,8.294117647058822,0.17647058823529413,0.0,0.009829839520422982,0.2859571574294458,0.0,0.009216589861751154,0.39857919380011814,0.6014208061998818,0.28389121446553744
MM Ali,213,279,520.2,727.0,18,38.5,77,7.859154929577465,0.3615023474178404,0.08450704225352113,0.1717987861637562,0.6736682135200412,0.4901408450704225,0.17419354838709677,0.35215133435563045,0.6478486656443696,0.5277914888247095
MM Patel,193,264,544.4,788.8000000000001,12,33.6,63,8.207253886010363,0.32642487046632124,0.06217616580310881,0.18080947239081058,0.600167719907754,0.36062176165803106,0.15576036866359447,0.38930736813163364,0.6106926318683663,0.4695656875679134
MM Sharma,384,587,1145.8,1908.5,24,61.4,101,9.171875,0.2630208333333333,0.0625,0.40473619540529476,0.4673124397880539,0.3625,0.3317972350230415,0.4922708905154009,0.507729109484599,0.44068664130945673
MN Samuels,32,47,79.4,129.4,0,0.0,11,8.8125,0.34375,0.0,0.007670253565178538,0.6364703757225433,0.0,0.007373271889400922,0.4539112534309239,0.546088746569076,0.35175300777527035
MP Stoinis,209,346,548.0,974.8,19,46.7,63,9.933014354066986,0.3014354066985646,0.09090909090909091,0.18214990505268647,0.54780540420942,0.5272727272727272,0.17050691244239632,0.5735147983908035,0.42648520160919645,0.4269413988196275
MR Marsh,113,171,303.3,499.90000000000003,4,7.5,34,9.079646017699115,0.3008849557522124,0.035398230088495575,0.09103771828573558,0.5466520026599826,0.20530973451327433,0.08202764976958526,0.48242638188310155,0.5175736181168984,0.37618225071409706
MS Gony,163,250,467.0,788.8000000000001,9,20.400000000000002,55,9.202453987730062,0.3374233128834356,0.05521472392638037,0.1519901701604796,0.6232135891343664,0.3202453987730061,0.12811059907834102,0.4955348873758832,0.5044651126241169,0.4244253433805158
Mayank Dagar,61,87,154.1,234.4,2,6.6000000000000005,20,8.557377049180328,0.32786885245901637,0.03278688524590164,0.03548423129910266,0.6031934047190372,0.1901639344262295,0.034101382488479264,0.4266794654507821,0.5733205345492178,0.3964518865359897
Mohammad Asif,33,59,109.8,197.9,1,3.7,5,10.727272727272727,0.15151515151515152,0.030303030303030304,0.018989462709908034,0.23366614118059204,0.17575757575757575,0.008294930875576038,0.6582938257229198,0.34170617427708017,0.2158936508021896
Mohammad Nabi,93,155,240.10000000000002,409.6,2,4.800000000000001,19,10.0,0.20430107526881722,0.021505376344086023,0.06750567822169268,0.3442724843060476,0.12473118279569893,0.06359447004608296,0.5806648368405001,0.4193351631594999,0.2708916795682542
Mohammed Shami,309,496,1011.5,1750.9,12,33.2,87,9.631067961165048,0.2815533980582524,0.038834951456310676,0.3547306102692036,0.5061451259891127,0.2252427184466019,0.26267281105990786,0.5412850827715054,0.45871491722849456,0.39387538834948277
Mohammed Siraj,368,589,1157.0,1902.3,22,71.2,103,9.603260869565219,0.2798913043478261,0.059782608695652176,0.408906430353353,0.5026624151796935,0.3467391304347826,0.3170506912442396,0.5383169577151041,0.4616830422848959,0.4291982068413527
Mohsin Khan,87,135,235.20000000000002,400.90000000000003,5,13.2,31,9.310344827586206,0.3563218390804598,0.05747126436781609,0.0656812004319172,0.6628131021194605,0.3333333333333333,0.05806451612903226,0.5070511404864813,0.49294885951351874,0.41727661468235827
Mujeeb Ur Rahman,77,114,179.3,304.7,3,9.6,21,8.883116883116884,0.2727272727272727,0.03896103896103896,0.044867259932233686,0.48765107724645296,0.22597402597402597,0.04884792626728111,0.46144888962821257,0.5385511103717875,0.3649719817564955
Mukesh Choudhary,40,76,134.1,266.40000000000003,2,4.800000000000001,7,11.399999999999999,0.175,0.05,0.02803738317757009,0.2828757225433526,0.29,0.014746543778801843,0.7301006404391581,0.2698993595608419,0.22746209917777
Mukesh Kumar,72,138,190.2,393.2,10,29.299999999999997,21,11.5,0.2916666666666667,0.1388888888888889,0.04892579215846893,0.5273362235067438,0.8055555555555556,0.04423963133640554,0.7407746264104909,0.25922537358950914,0.39299059009361276
Mustafizur Rahman,286,407,937.2,1459.5,9,24.200000000000003,96,8.538461538461538,0.3356643356643357,0.03146853146853147,0.32706556949771015,0.6195278709729577,0.18251748251748254,0.24147465437788018,0.42466042649025254,0.5753395735097475,0.4496083373627066
N Rana,51,64,148.9,202.5,1,4.6,10,7.529411764705882,0.19607843137254902,0.0196078431372549,0.03354805078750419,0.32704295591068794,0.11372549019607843,0.02488479262672811,0.3169545951958092,0.6830454048041907,0.3494150130397777
NLTC Perera,146,231,428.40000000000003,729.5,7,22.4,32,9.493150684931507,0.2191780821917808,0.04794520547945205,0.13761775328592174,0.37544540343653493,0.2780821917808219,0.11244239631336406,0.5265638120542933,0.47343618794570674,0.34018646995622404
NM Coulter-Nile,141,209,425.6,663.4,4,10.4,48,8.893617021276595,0.3404255319148936,0.028368794326241134,0.1365751945489072,0.6295043660066412,0.16453900709219857,0.10783410138248847,0.4625696729023507,0.5374303270976493,0.4028254369974168
NT Ellis,107,128,280.40000000000003,373.7,10,21.6,36,7.177570093457943,0.3364485981308411,0.09345794392523364,0.0825110771865808,0.6211711955053751,0.5420560747663551,0.07649769585253458,0.2793990645655016,0.7206009354344984,0.5318152185356008
Navdeep Saini,163,243,521.2,802.7,9,24.6,57,8.94478527607362,0.3496932515337423,0.05521472392638037,0.17217112856983285,0.6489237206993155,0.3202453987730061,0.12811059907834102,0.4680313652411609,0.531968634758839,0.4424972048598412
Naveen-ul-Haq,80,161,230.0,504.7,3,10.0,22,12.075000000000001,0.275,0.0375,0.06374501992031874,0.4924132947976879,0.2175,0.05161290322580645,0.8021500457456541,0.19784995425434593,0.24738660000305557
Nithish Kumar Reddy,55,97,138.0,267.2,1,4.0,11,10.581818181818182,0.2,0.01818181818181818,0.029489518561268947,0.3352601156069364,0.10545454545454544,0.028571428571428574,0.6427680279464358,0.35723197205356416,0.23574322292466043
Noor Ahmad,131,206,340.6,515.2,7,18.1,40,9.435114503816793,0.3053435114503817,0.05343511450381679,0.1049260900323938,0.5559943520275339,0.3099236641221374,0.09861751152073733,0.5203690382238113,0.4796309617761887,0.3892085176082901
OC McCoy,61,107,219.0,370.1,2,8.2,9,10.524590163934427,0.14754098360655737,0.03278688524590164,0.059649253453475826,0.225338766227613,0.1901639344262295,0.034101382488479264,0.636659517345852,0.363340482654148,0.23091171096529647
OF Smith,32,63,74.9,171.3,2,2.9,14,11.8125,0.4375,0.0625,0.0059947127378337135,0.8329118497109826,0.3625,0.007373271889400922,0.7741308325709058,0.22586916742909424,0.3611189694906521
P Amarnath,42,81,95.8,184.9,4,9.2,9,11.571428571428571,0.21428571428571427,0.09523809523809523,0.013776669024835236,0.36519405450041287,0.5523809523809523,0.016589861751152075,0.7483989021043,0.25160109789569995,0.2928717414423874
P Awana,151,297,443.3,956.3000000000001,7,22.1,37,11.801324503311259,0.24503311258278146,0.046357615894039736,0.1431656551364635,0.42962140642345825,0.26887417218543047,0.11705069124423964,0.7729379616221226,0.22706203837787742,0.2666735341132781
P Dubey,32,54,123.10000000000001,205.7,0,0.0,8,10.125,0.25,0.0,0.02394161671072719,0.440028901734104,0.0,0.007373271889400922,0.594007319304666,0.405992680695334,0.2552361525369057
P Kumar,307,531,1004.2,1790.0,10,34.9,74,10.37785016286645,0.24104234527687296,0.03257328990228013,0.35201251070484424,0.42125924949633786,0.18892508143322476,0.2608294930875576,0.6209965102175228,0.3790034897824772,0.33703525046383664
P Negi,218,318,569.0,859.9000000000001,12,31.900000000000002,53,8.75229357798165,0.24311926605504589,0.05504587155963303,0.18996909558029568,0.4256111788725673,0.3192660550458716,0.17880184331797236,0.44748482839084386,0.5525151716091561,0.4005134096803475
P Parameswaran,40,49,116.2,138.1,1,3.6,13,7.3500000000000005,0.325,0.025,0.021372454108798455,0.5971820809248555,0.145,0.014746543778801843,0.2978042086001829,0.7021957913998171,0.4276759470099099
P Sahu,40,54,112.2,156.6,3,8.700000000000001,12,8.100000000000001,0.3,0.075,0.019883084484491942,0.5447976878612716,0.435,0.014746543778801843,0.3778591033851784,0.6221408966148216,0.4444116986068349
P Suyal,29,45,92.60000000000001,159.4,1,2.5,8,9.310344827586206,0.27586206896551724,0.034482758620689655,0.012585173325390032,0.4942196531791907,0.19999999999999998,0.004608294930875577,0.5070511404864813,0.49294885951351874,0.33780636095015576
PC Valthaty,31,40,64.10000000000001,78.0,0,0.0,9,7.741935483870968,0.2903225806451613,0.0,0.0019734147522061304,0.5245198582882715,0.0,0.006451612903225806,0.3396393471652451,0.660360652834755,0.3630986958297753
PJ Cummins,263,378,796.6,1202.4,14,41.8,90,8.623574144486692,0.34220532319391633,0.053231939163498096,0.27471422720333627,0.6332336974438998,0.30874524714828894,0.22027649769585253,0.4337453341172132,0.5662546658827867,0.467745679339527
PJ Sangwan,132,199,346.8,570.6,8,15.5,36,9.045454545454545,0.2727272727272727,0.06060606060606061,0.1072346129500689,0.48765107724645296,0.3515151515151515,0.09953917050691244,0.47877678893232395,0.521223211067676,0.3953213018340283
